source	interaction	target
ESR1	upregulates-expression	CCNA2
EGR1	upregulates-expression	SLC4A2
SOX9	upregulates-expression	COL11A2
RUNX1	upregulates-expression	AXIN1
MYC	upregulates-expression	EIF4A1
JUND	upregulates-expression	PENK
PAX6	upregulates-expression	PCSK1
FOXF2	upregulates-expression	BAMBI
LIMD1	downregulates-expression	HIF1A
KLF5	upregulates-expression	CXCR4
ANKRD1	downregulates-expression	SMAD6
MYC	upregulates-expression	BMI1
NFE2L2	upregulates-expression	SAMD5
MYC	upregulates-expression	EIF4G1
TWIST1	upregulates-expression	YBX1
RPL11	downregulates-expression	NCL
SPP1	upregulates-expression	EP300
HDAC2	downregulates-expression	CSF2
NPM1	downregulates-expression	HSPD1
CCND1	upregulates-expression	CTNNB1
CTNNB1	upregulates-expression	CCND1
CTNNB1	upregulates-expression	CCND2
MECP2	downregulates-expression	PPARG
MYB	downregulates-expression	CD4
ETS1	upregulates-expression	CCND1
CCND1	upregulates-expression	ETS1
IRF1	downregulates-expression	CCNB1
ETV4	upregulates-expression	CCND3
ETV4	upregulates-expression	CCND2
LDHA	upregulates-expression	HIF1A
HIF1A	upregulates-expression	LDHA
IRF9	downregulates-expression	CCND2
TAL1	upregulates-expression	MYB
ETS2	upregulates-expression	CSF2
XBP1	upregulates-expression	TLN1
MAX	upregulates-expression	EIF4A1
MYC	downregulates-expression	CLU
SUPT7L	upregulates-expression	TERT
ZBTB7A	downregulates-expression	PFKP
IL2	upregulates-expression	TERT
SND1	upregulates-expression	AGTR1
IRF1	downregulates-expression	CCNE1
SUPT3H	upregulates-expression	TERT
ETS1	downregulates-expression	TBXAS1
MAX	upregulates-expression	EIF4G1
PPARGC1A	upregulates-expression	CEBPA
NR1I2	upregulates-expression	KLF6
MSX1	upregulates-expression	DLK1
HELZ2	upregulates-expression	ANGPTL4
STAT4	upregulates-expression	CNN2
PPARGC1A	upregulates-expression	TFB2M
PPARGC1A	upregulates-expression	TFB1M
STAT6	upregulates-expression	CNR1
IKBKG	upregulates-expression	CTNNB1
NFE2L2	upregulates-expression	MTHFR
FOSL2	upregulates-expression	COL1A2
FANCI	upregulates-expression	FANCD2
FANCD2	upregulates-expression	FANCI
CASP8	downregulates-expression	KLK3
ANXA8	upregulates-expression	FOXO4
CEBPB	upregulates-expression	SLC5A8
ASH2L	upregulates-expression	GP1BA
IL4	downregulates-expression	IL6
NFKB1	downregulates-expression	TIMP1
TCF7L2	upregulates-expression	ID2
KLF9	downregulates-expression	PMAIP1
FDPS	downregulates-expression	YY1
TCF3	downregulates-expression	BBC3
CREBBP	upregulates-expression	PLXND1
MYC	upregulates-expression	EIF2S1
NCF1	downregulates-expression	HBP1
HBP1	downregulates-expression	NCF1
GSN	upregulates-expression	KLK3
IL8	upregulates-expression	TCF7L2
PTGDR	upregulates-expression	HIC1
TGFA	upregulates-expression	FOS
MAX	upregulates-expression	GAPDH
WWTR1	upregulates-expression	SMAD3
MAX	upregulates-expression	BMI1
WWTR1	upregulates-expression	SMAD7
GATA3	upregulates-expression	IL5
GATA4	upregulates-expression	IL5
GATA3	upregulates-expression	IL4
ATF2	upregulates-expression	PLAT
ATF2	upregulates-expression	PLAU
ELOA2	upregulates-expression	BRCA1
ATF4	upregulates-expression	PLAU
ELOA3	upregulates-expression	BRCA1
BHLHE41	downregulates-expression	PER2
HIF1A	upregulates-expression	CCR7
TBL1XR1	upregulates-expression	GRHL1
SREBF1	upregulates-expression	SCD5
SP1	upregulates-expression	TAF7
HAND2	upregulates-expression	PHOX2A
CYP24A1	upregulates-expression	CTNNB1
SETD1A	upregulates-expression	ITGA2B
SETD1B	upregulates-expression	ITGA2B
DHX15	upregulates-expression	AR
GATA4	upregulates-expression	AMH
TGS1	upregulates-expression	ME1
STAT4	upregulates-expression	CFL1
NFKB1	upregulates-expression	NOLC1
CREBBP	upregulates-expression	VEGFA
PER1	upregulates-expression	BCL2
NR2F1	downregulates-expression	DR1
JUND	upregulates-expression	PLAU
TEAD1	upregulates-expression	MSLN
SREBF1	upregulates-expression	SC5D
SREBF2	upregulates-expression	SC5D
NR3C1	downregulates-expression	CGA
EP300	upregulates-expression	DNMT1
DNMT1	upregulates-expression	EP300
RELA	upregulates-expression	SERPINE1
RELA	upregulates-expression	SERPINB1
JUN	upregulates-expression	TCF7L2
WT1	downregulates-expression	STIM1
ATF2	upregulates-expression	APOC3
ERG	downregulates-expression	CXCL8
SP1	upregulates-expression	ADIPOQ
E2F6	downregulates-expression	RAD51
E2F1	upregulates-expression	MUC4
E2F4	downregulates-expression	RAD51
AR	downregulates-expression	SEPT7
MYB	upregulates-expression	TFEC
MAX	upregulates-expression	TFRC
PIAS3	upregulates-expression	ATF1
MAX	downregulates-expression	FTH1
SP1	downregulates-expression	AHR
MYB	upregulates-expression	KLF1
E2F3	downregulates-expression	SERPINE1
E2F1	downregulates-expression	SERPINE1
SERPINE1	downregulates-expression	E2F1
E2F2	downregulates-expression	SERPINE1
NFKB1	downregulates-expression	SERPINA3
GATA1	upregulates-expression	CDA
TFRC	upregulates-expression	MYC
MYC	upregulates-expression	TFRC
SOX10	upregulates-expression	COL11A2
NCOA1	upregulates-expression	APOA5
NCOA2	upregulates-expression	APOA5
NCOA6	upregulates-expression	APOA1
NCOA2	upregulates-expression	APOA2
NCOA1	upregulates-expression	APOA1
NCOA1	upregulates-expression	APOA2
NCOA2	upregulates-expression	APOA1
S100A4	upregulates-expression	CTNNB1
NCOA6	upregulates-expression	APOA5
NCOA6	upregulates-expression	APOA2
NF1	upregulates-expression	GADD45A
JUN	downregulates-expression	IL2
PPARA	upregulates-expression	ACOX1
TNFAIP3	downregulates-expression	NFKB1
TP63	upregulates-expression	DST
FN1	downregulates-expression	MYC
GATA1	upregulates-expression	CA1
GAB1	downregulates-expression	A2M
GAB2	downregulates-expression	A2M
FOS	downregulates-expression	MYC
RUVBL1	downregulates-expression	TP53
ZEB1	downregulates-expression	MUC1
HIST1H2BA	upregulates-expression	BCL2
HIST1H2BN	upregulates-expression	BCL2
HIST1H2BO	upregulates-expression	BCL2
HIST1H2BL	upregulates-expression	BCL2
HIST1H2BM	upregulates-expression	BCL2
HIST1H2BJ	upregulates-expression	BCL2
HIST1H2BK	upregulates-expression	BCL2
HIST1H2BH	upregulates-expression	BCL2
JUN	upregulates-expression	THBD
HIST1H2BG	upregulates-expression	BCL2
HIST1H2BD	upregulates-expression	BCL2
HIST1H2BB	upregulates-expression	BCL2
ZNF300	upregulates-expression	IL6
MYC	downregulates-expression	FTH1
RUNX2	upregulates-expression	BAX
HIST1H2AC	upregulates-expression	BCL2
IRF4	upregulates-expression	FCER2
ESR1	downregulates-expression	PTMA
NFATC3	downregulates-expression	CDK4
NFATC1	downregulates-expression	CDK4
NFATC2	downregulates-expression	CDK4
FOS	upregulates-expression	KRT5
MED1	upregulates-expression	PEX11A
NEUROG3	upregulates-expression	VSX2
FOXM1	upregulates-expression	CENPA
CRX	downregulates-expression	RHO
FOXM1	upregulates-expression	CENPB
FOXM1	upregulates-expression	CENPF
PPARA	downregulates-expression	APOBR
PPARA	downregulates-expression	APOC3
DIABLO	upregulates-expression	E2F1
PPARG	downregulates-expression	APOBR
GATA1	downregulates-expression	SPI1
GATA2	downregulates-expression	SPI1
TBL1X	upregulates-expression	APOA2
TBL1X	upregulates-expression	APOA1
RACGAP1	downregulates-expression	CUX1
TBL1X	upregulates-expression	APOA5
MYOD1	upregulates-expression	HBEGF
HIST2H2AC	upregulates-expression	KDM4B
TNF	upregulates-expression	ANGPT1
HIST2H2BE	upregulates-expression	KDM4B
PPARG	upregulates-expression	LIPE
SP1	upregulates-expression	BLMH
MYC	upregulates-expression	TERT
TERT	upregulates-expression	MYC
ATM	downregulates-expression	SP1
XBP1	upregulates-expression	TPP1
RUNX1	upregulates-expression	BLK
ATF6	upregulates-expression	HSPA5
MARK4	upregulates-expression	CTNNB1
NFATC2	downregulates-expression	CD3G
BTAF1	downregulates-expression	DR1
TP53	upregulates-expression	CKM
KAT2B	upregulates-expression	NPPA
BTF3	downregulates-expression	SSPN
CLOCK	upregulates-expression	KLF15
IL18RAP	upregulates-expression	NOS2
MAK	upregulates-expression	KLK3
REL	upregulates-expression	CSRP1
TP73	upregulates-expression	BAX
DDIT3	upregulates-expression	TRIB3
JUN	downregulates-expression	LBP
TP63	upregulates-expression	BAX
MYC	upregulates-expression	HSP90AA1
HSP90AA2	upregulates-expression	MYC
TP53	upregulates-expression	BAX
SCD	upregulates-expression	HNF1A
HSP90AB1	upregulates-expression	MYC
HCFC1	downregulates-expression	E2F4
NFYA	upregulates-expression	HOXB4
HIF1A	upregulates-expression	ALAS2
IFNG	downregulates-expression	IL23R
TFDP2	upregulates-expression	CCNE1
TFDP2	upregulates-expression	CCNE2
TFDP1	upregulates-expression	CCNE1
TFDP1	upregulates-expression	CCND3
TFDP2	upregulates-expression	CCNA1
TFDP1	upregulates-expression	CCNA1
XBP1	upregulates-expression	PDIA5
XBP1	upregulates-expression	PDIA6
TP63	upregulates-expression	AXL
ARNT	downregulates-expression	CDK2
ZNF202	downregulates-expression	ABCA1
CTDP1	upregulates-expression	ATR
CTDP1	upregulates-expression	ATM
TBL1XR1	upregulates-expression	UGT1A9
E2F1	upregulates-expression	RASGRP1
TCEA1	upregulates-expression	FANCI
TRERF1	downregulates-expression	CD40
EWSR1	upregulates-expression	TERT
HIF1A	downregulates-expression	APEX1
STAT3	upregulates-expression	CISH
KIDINS220	downregulates-expression	GLI1
E2F1	upregulates-expression	MT1G
MT1G	upregulates-expression	E2F1
RXRA	upregulates-expression	CPT1A
RXRA	upregulates-expression	CPT1B
RUNX1	upregulates-expression	CR1
SMAD3	upregulates-expression	PTPN9
SMAD3	upregulates-expression	PTPN6
SMAD3	upregulates-expression	PTPN7
SMAD3	upregulates-expression	PTPN4
SMAD3	upregulates-expression	PTPN5
ERF	downregulates-expression	PRL
SMAD3	upregulates-expression	PTPN2
STAT3	upregulates-expression	LCN2
SP1	upregulates-expression	KIF2C
KIF2C	upregulates-expression	SP1
PPARA	upregulates-expression	CPT2
CBFB	upregulates-expression	OCLN
AR	upregulates-expression	VEGFA
MAX	upregulates-expression	HSP90AA1
TP53	upregulates-expression	BID
TRERF1	downregulates-expression	CD80
TRERF1	downregulates-expression	CD86
TP53	downregulates-expression	DNMT1
TCF7L1	upregulates-expression	MYC
TCF7L2	upregulates-expression	MYC
MYC	upregulates-expression	TCF7L2
NCOA3	upregulates-expression	NRIP1
ETS1	upregulates-expression	TGFBR2
SP1	upregulates-expression	BRD7
TLE1	downregulates-expression	RCAN1
MYB	upregulates-expression	KITLG
ATF2	upregulates-expression	IFNB1
KLF8	upregulates-expression	MMP14
USF2	upregulates-expression	ATP5F1A
IL20RA	upregulates-expression	STAT2
HIST1H2BB	upregulates-expression	KLK3
HIST1H2BD	upregulates-expression	KLK2
HIST1H2BA	upregulates-expression	KLK2
HIST1H2BB	upregulates-expression	KLK2
HIST1H2BA	upregulates-expression	KLK3
HIST1H2BG	upregulates-expression	KLK2
HIST1H2BH	upregulates-expression	KLK2
HIST1H2BG	upregulates-expression	KLK3
HIST1H2BD	upregulates-expression	KLK3
HIST1H2BJ	upregulates-expression	KLK3
HIST1H2BK	upregulates-expression	KLK2
HIST1H2BL	upregulates-expression	KLK2
HIST1H2BK	upregulates-expression	KLK3
HIST1H2BH	upregulates-expression	KLK3
HIST1H2BJ	upregulates-expression	KLK2
HIST1H2BN	upregulates-expression	KLK3
HIST1H2BO	upregulates-expression	KLK2
HIST1H2BO	upregulates-expression	KLK3
HIST1H2BM	upregulates-expression	KLK2
HIST1H2BL	upregulates-expression	KLK3
HIST1H2BN	upregulates-expression	KLK2
HIST1H2BM	upregulates-expression	KLK3
EZH2	upregulates-expression	CCNE1
HIST1H2AB	upregulates-expression	KLK2
HIST1H2AC	upregulates-expression	KLK2
HIST1H2AB	upregulates-expression	KLK3
HIST1H2AD	upregulates-expression	KLK2
HIST1H2AC	upregulates-expression	KLK3
HIST1H2AD	upregulates-expression	KLK3
HIST1H2AJ	upregulates-expression	KLK2
HIST1H2AJ	upregulates-expression	KLK3
LPAR1	upregulates-expression	MMP2
EZH2	upregulates-expression	CCND1
SP1	upregulates-expression	TERT
TERT	upregulates-expression	SP1
EGR1	upregulates-expression	HYAL1
CTDP1	upregulates-expression	FANCI
LEF1	upregulates-expression	FGF4
RBBP4	downregulates-expression	CCNE2
RBBP4	downregulates-expression	CCNE1
CEBPD	upregulates-expression	IL23A
SP3	upregulates-expression	TFF1
SRC	upregulates-expression	KLK2
HELZ2	upregulates-expression	PCK1
MYC	upregulates-expression	KRAS
RBL1	downregulates-expression	DHFR
RBL2	downregulates-expression	DHFR
CLDN4	upregulates-expression	STAT2
LONP1	upregulates-expression	STAT5A
LONP1	upregulates-expression	STAT5B
CREB1	upregulates-expression	IGHA1
HSF2	upregulates-expression	TNFSF11
TCF4	upregulates-expression	VIM
CDK12	upregulates-expression	BRCA1
TGS1	upregulates-expression	ANGPTL4
G6PC	downregulates-expression	NR1H2
G6PC	downregulates-expression	NR1H3
PPARG	upregulates-expression	POU2F1
SP3	upregulates-expression	KLK3
SP1	upregulates-expression	KLK3
DDIT3	downregulates-expression	SIRT1
DDIT3	downregulates-expression	SIRT2
HIPK2	downregulates-expression	VIM
AHR	upregulates-expression	CYP1B1
RANBP9	upregulates-expression	KLK3
AHR	upregulates-expression	CYP1A1
HDAC9	downregulates-expression	DIRAS3
TRAF6	downregulates-expression	VEGFA
PPARGC1B	upregulates-expression	ATP5F1B
BCL6	downregulates-expression	PDCD2
RUNX1	upregulates-expression	MYB
SNRPD3	upregulates-expression	MYC
CHD9	upregulates-expression	GLIPR1
TP53	upregulates-expression	HTT
PDX1	upregulates-expression	HNF1A
HNF1A	upregulates-expression	PDX1
MCM6	downregulates-expression	RBPJ
MCM2	downregulates-expression	RBPJ
MYC	downregulates-expression	CFLAR
CHD9	upregulates-expression	FABP1
ATF2	downregulates-expression	CDK4
SMAD4	upregulates-expression	JUNB
SMAD2	upregulates-expression	JUNB
SMAD3	upregulates-expression	JUNB
TP53	upregulates-expression	HGF
NFYC	upregulates-expression	DHCR7
NFYA	upregulates-expression	DHCR7
NFYB	upregulates-expression	DHCR7
AR	upregulates-expression	EGFR
TCF7L2	upregulates-expression	INCENP
E2F1	upregulates-expression	MYCN
MYCN	upregulates-expression	E2F1
MYCN	upregulates-expression	E2F2
MYCN	upregulates-expression	E2F3
ATM	upregulates-expression	GADD45A
NEUROG3	upregulates-expression	NKX2-2
RXRA	upregulates-expression	TNFRSF21
IL4	downregulates-expression	CXCL8
JUN	downregulates-expression	MYC
NRF1	upregulates-expression	CYCS
MAX	downregulates-expression	CFLAR
CDX2	upregulates-expression	APC
RUVBL1	upregulates-expression	HSPD1
RUVBL2	upregulates-expression	HSPD1
TP53	upregulates-expression	FANCC
PRKCQ	upregulates-expression	SELE
ITGA1	upregulates-expression	CTNNB1
GTF3A	upregulates-expression	COL1A1
PRKCG	upregulates-expression	SELE
PRKCH	upregulates-expression	SELE
PRKCE	upregulates-expression	SELE
PRKCD	upregulates-expression	SELE
PRKCA	upregulates-expression	SELE
PRKCB	upregulates-expression	SELE
SOX2	downregulates-expression	TUBB3
DR1	downregulates-expression	TBP
SNW1	upregulates-expression	SMAD7
CBFB	upregulates-expression	CR1
RB1	downregulates-expression	TGFB2
NPY2R	downregulates-expression	GLI2
CDK9	upregulates-expression	ATM
CDK9	upregulates-expression	ATR
CDK7	upregulates-expression	ATR
HIST2H2AC	upregulates-expression	MYC
CDK7	upregulates-expression	ATM
TRAC	upregulates-expression	FOS
RB1	downregulates-expression	FOS
HIST2H2BE	upregulates-expression	MYC
NFE2L2	upregulates-expression	EGR1
ZBTB17	upregulates-expression	CCL5
IL6ST	upregulates-expression	STAT5A
IL6ST	upregulates-expression	STAT5B
AR	upregulates-expression	NAT1
JUN	upregulates-expression	KRT5
TP53	upregulates-expression	GML
GML	upregulates-expression	TP53
ESR1	upregulates-expression	CXCL12
CREBBP	upregulates-expression	EDN1
HDAC1	downregulates-expression	CCNA2
IL12RB1	upregulates-expression	ALOX12B
HOXA11	downregulates-expression	HOXA10
ARNTL	upregulates-expression	SERPINE1
FOXO3	upregulates-expression	TXNIP
CBFB	upregulates-expression	BLK
MUC1	upregulates-expression	STAT5A
MUC1	upregulates-expression	STAT5B
FAM120B	upregulates-expression	PCK1
EGR1	upregulates-expression	PTP4A1
PTP4A1	upregulates-expression	EGR1
MSC	downregulates-expression	LTA
GATA1	upregulates-expression	PF4
CBFB	upregulates-expression	BAX
ELF1	upregulates-expression	IL2RA
POLE3	upregulates-expression	E2F4
POLE3	upregulates-expression	E2F2
POLE3	upregulates-expression	E2F3
POLE2	upregulates-expression	E2F1
POLE3	upregulates-expression	E2F1
POLD1	upregulates-expression	E2F4
POLD1	upregulates-expression	E2F1
CBFB	upregulates-expression	AXIN1
HDAC1	downregulates-expression	CCND2
CLOCK	upregulates-expression	NOCT
SPP1	upregulates-expression	SMAD1
TRRAP	downregulates-expression	MITF
HDAC1	downregulates-expression	CCNE1
ERCC3	upregulates-expression	CHEK1
HDAC2	downregulates-expression	CCNE1
HDAC1	downregulates-expression	CCNE2
ERCC2	upregulates-expression	CHEK1
CHD9	upregulates-expression	FHL2
E2F3	upregulates-expression	POLA1
E2F1	upregulates-expression	POLA1
POLA1	upregulates-expression	E2F1
MTA3	downregulates-expression	SNAI1
NFKB1	downregulates-expression	LTC4S
RB1	downregulates-expression	MAD2L1BP
CCNT1	upregulates-expression	RAD51D
CCNT2	upregulates-expression	RAD51D
NOTCH1	upregulates-expression	PTCRA
NOTCH3	upregulates-expression	PTCRA
ARNT	upregulates-expression	EGLN3
ARNT	upregulates-expression	EGLN1
GLS2	upregulates-expression	HNF1A
RB1	upregulates-expression	BRD2
CCNH	upregulates-expression	ATR
CCNK	upregulates-expression	ATR
L3MBTL2	downregulates-expression	UXT
CCNK	upregulates-expression	ATM
CCNH	upregulates-expression	ATM
SP1	upregulates-expression	CYP27A1
SP3	upregulates-expression	CYP27A1
ZNF24	upregulates-expression	CCND1
SCGB1A1	upregulates-expression	FOXA2
FOXA1	upregulates-expression	SCGB1A1
FOXL2	downregulates-expression	CYP19A1
MDM2	upregulates-expression	DNMT3A
JUN	upregulates-expression	KRT17
JUN	upregulates-expression	KRT16
IL10	downregulates-expression	IL1R1
IL10	downregulates-expression	IL1R2
ECD	downregulates-expression	GCGR
GFI1	downregulates-expression	BAX
NR3C1	downregulates-expression	IL2
NR3C1	downregulates-expression	IL5
NR3C1	downregulates-expression	IL6
NR3C1	downregulates-expression	IL4
BCL2	upregulates-expression	GLI1
GLI1	upregulates-expression	BCL2
GLI2	upregulates-expression	BCL2
JUN	downregulates-expression	PGR
ZNF76	downregulates-expression	CDKN1A
CEBPA	upregulates-expression	F9
NFKB1	upregulates-expression	EGFR
CHD9	upregulates-expression	FADS1
CREBBP	upregulates-expression	CYP7A1
TP73	upregulates-expression	FAS
YY1	downregulates-expression	APC
TP63	upregulates-expression	FAS
CALCOCO1	upregulates-expression	TFF1
NPAS2	upregulates-expression	F7
TP53	upregulates-expression	FAS
IRF1	upregulates-expression	HLA-A
TFAP2A	upregulates-expression	NME3
MLLT3	downregulates-expression	CDKN1A
TFAP2C	upregulates-expression	ESR1
TFAP2A	upregulates-expression	ESR1
TWIST1	downregulates-expression	RUNX2
TWIST2	downregulates-expression	RUNX2
TBP	downregulates-expression	FUS
HP	upregulates-expression	CEBPB
HP	upregulates-expression	CEBPA
MAX	downregulates-expression	MYC
ONECUT1	upregulates-expression	ONECUT3
STAT6	upregulates-expression	CCL17
STAT6	upregulates-expression	CCL26
SP1	upregulates-expression	TNFRSF10B
IL10	downregulates-expression	IL12A
IL10	downregulates-expression	IL12B
STAT3	upregulates-expression	CCL11
ZBTB2	downregulates-expression	ARF1
KAT7	downregulates-expression	KLK3
PGR	upregulates-expression	KLK4
SIX1	downregulates-expression	CDH1
MYC	upregulates-expression	TP73
STAT3	upregulates-expression	FOXO3
STAT3	upregulates-expression	FOXO1
NFKB1	upregulates-expression	BRCA2
MYC	upregulates-expression	TP53
FOS	upregulates-expression	CDK1
SMAD4	upregulates-expression	BCL2L11
SMAD3	upregulates-expression	BCL2L11
EHMT1	downregulates-expression	E2F1
EHMT2	downregulates-expression	E2F1
TP53	downregulates-expression	ABCB1
MYB	upregulates-expression	TOM1
AR	downregulates-expression	RELA
RELA	downregulates-expression	AR
TNIK	upregulates-expression	AXIN2
CARM1	upregulates-expression	APOA1
CARM1	upregulates-expression	APOA2
CARM1	upregulates-expression	APOA5
MYC	upregulates-expression	GAPDH
FOXO3	downregulates-expression	MYOCD
MED28	upregulates-expression	PLIN1
MED29	upregulates-expression	PLIN1
MED26	upregulates-expression	PLIN1
MED27	upregulates-expression	PLIN1
MED20	upregulates-expression	PLIN1
MED21	upregulates-expression	PLIN1
MED24	upregulates-expression	PLIN1
MED25	upregulates-expression	PLIN1
PCGF6	downregulates-expression	CDC7
MED22	upregulates-expression	PLIN1
CBFB	upregulates-expression	IHH
MED23	upregulates-expression	PLIN1
MED17	upregulates-expression	PLIN1
MED18	upregulates-expression	PLIN1
MED15	upregulates-expression	PLIN1
MED16	upregulates-expression	PLIN1
MED19	upregulates-expression	PLIN1
MED10	upregulates-expression	PLIN1
MED13	upregulates-expression	PLIN1
MED14	upregulates-expression	PLIN1
MED11	upregulates-expression	PLIN1
MED12	upregulates-expression	PLIN1
IL1R1	upregulates-expression	CTNNB1
MED31	upregulates-expression	PLIN1
MED30	upregulates-expression	PLIN1
DLK1	downregulates-expression	RBPJ
MSN	downregulates-expression	MYC
CBFB	upregulates-expression	IL3
DNMT1	downregulates-expression	CDH1
ETS1	upregulates-expression	TFAP2A
TFAP2A	upregulates-expression	ETS1
REL	downregulates-expression	IL6
CHD9	upregulates-expression	G0S2
NFE2L2	upregulates-expression	TXNRD3
NFE2L2	upregulates-expression	TXNRD1
AKR1C4	upregulates-expression	HNF1A
NF1	upregulates-expression	TP53
NFE2L2	upregulates-expression	CYP2A6
AKR1C4	upregulates-expression	HNF4A
AKR1C4	upregulates-expression	HNF4G
SPI1	upregulates-expression	PRG2
RNF187	upregulates-expression	CCND1
DAAM1	upregulates-expression	FOXO3
DAAM1	upregulates-expression	FOXO1
PAX5	downregulates-expression	BLK
ZFHX3	downregulates-expression	MYB
CREB5	downregulates-expression	LY96
HDAC3	downregulates-expression	CLOCK
SNAI2	downregulates-expression	LPAR2
FOS	upregulates-expression	CCN1
NFKB1	upregulates-expression	VEGFA
NFKB1	upregulates-expression	VEGFD
PPARA	downregulates-expression	SREBF2
RUNX1	upregulates-expression	IL2
TYK2	upregulates-expression	CD4
TBP	downregulates-expression	IL6
JUN	upregulates-expression	VCAM1
KLF10	upregulates-expression	ITGAD
TNIK	upregulates-expression	MYC
EGR1	upregulates-expression	SLC9A3
CCNC	upregulates-expression	FABP4
RUNX2	upregulates-expression	IHH
RELA	upregulates-expression	HLA-A
PAX5	downregulates-expression	XBP1
RARA	upregulates-expression	RARB
AR	downregulates-expression	REST
ELOA	upregulates-expression	MDC1
ELOB	upregulates-expression	MDC1
ELOC	upregulates-expression	MDC1
NR3C1	downregulates-expression	CXCL8
FOXA1	upregulates-expression	C4BPB
FOXA2	upregulates-expression	C4BPB
FOXA3	upregulates-expression	C4BPB
MCM8	upregulates-expression	NFYA
CDK4	upregulates-expression	FABP4
CDK8	upregulates-expression	FABP4
SP3	downregulates-expression	ID4
SP1	downregulates-expression	ID4
NFE2L2	upregulates-expression	SLC12A8
NFE2L2	upregulates-expression	HSPA1A
MAX	upregulates-expression	TP53
CD3G	upregulates-expression	FOS
CD3D	upregulates-expression	FOS
CD3E	upregulates-expression	FOS
HIST3H2BB	upregulates-expression	BCL2
NCOA1	upregulates-expression	CDKN1A
ZNF148	downregulates-expression	SOX18
FOXF2	upregulates-expression	WASF2
ATF2	upregulates-expression	HBG2
RUNX1	upregulates-expression	JUN
RAG2	upregulates-expression	RAG1
RAG1	upregulates-expression	RAG2
NFE2L2	upregulates-expression	ADAM17
FOS	upregulates-expression	CBFB
HIST1H3E	upregulates-expression	CCND1
CHD9	upregulates-expression	ANKRD1
NFE2L2	upregulates-expression	ADAM23
ECT2	upregulates-expression	E2F1
DIO2	upregulates-expression	CTNNB1
HIST1H4C	upregulates-expression	CCND1
THRAP3	upregulates-expression	FABP4
LHB	downregulates-expression	NR5A1
TP53	upregulates-expression	LIF
CHD9	upregulates-expression	AGT
TFAP2A	downregulates-expression	MYBL2
STAT4	downregulates-expression	HSPA9
SPG20	upregulates-expression	GLI2
EZH2	downregulates-expression	CDKN2B
EZH2	downregulates-expression	CDKN2A
SP1	upregulates-expression	THBD
EZH2	downregulates-expression	CDKN1A
CREBBP	upregulates-expression	CYP1A1
BRCA1	upregulates-expression	E2F1
IL4	downregulates-expression	TNF
NFKB1	upregulates-expression	EBI3
BNIP3L	upregulates-expression	FOXO3
COL6A2	downregulates-expression	SMAD7
COL6A3	downregulates-expression	SMAD7
CREB3L1	downregulates-expression	SLC1A4
NFE2L2	upregulates-expression	TNPO1
FOS	upregulates-expression	KRT17
EP300	upregulates-expression	BCL2
COL5A2	downregulates-expression	SMAD7
TBP	upregulates-expression	TFF1
ZFP36	downregulates-expression	IL2
ZFP36	downregulates-expression	IL6
ESRRG	upregulates-expression	NR0B1
EGR1	downregulates-expression	FCER2
FCER2	downregulates-expression	EGR1
RB1	downregulates-expression	MET
ZIC1	upregulates-expression	FAM57A
MAMLD1	upregulates-expression	ACTA2
FLI1	downregulates-expression	PHLDA1
T	upregulates-expression	CTNNB1
BMI1	downregulates-expression	TERT
CNOT8	upregulates-expression	FOXO1
VDR	downregulates-expression	IL6
VDR	downregulates-expression	IL2
DBP	upregulates-expression	CYP3A4
EP300	upregulates-expression	PLIN1
DCT	downregulates-expression	PAX3
CRABP2	upregulates-expression	RARA
GATA3	upregulates-expression	MYB
MYB	upregulates-expression	GATA3
MYC	upregulates-expression	GATA4
RARA	upregulates-expression	CRABP1
NR0B1	downregulates-expression	NR1H4
LEF1	upregulates-expression	OCA2
ADH1B	upregulates-expression	CEBPB
ADH1C	upregulates-expression	CEBPB
ADH1B	upregulates-expression	CEBPA
ADH1A	upregulates-expression	CEBPB
SP1	downregulates-expression	KDR
RXRA	upregulates-expression	TIAM2
TLX1	upregulates-expression	MYC
GATA1	upregulates-expression	MPL
TFAP2A	downregulates-expression	ACHE
ATF3	downregulates-expression	LDLR
ITGAX	upregulates-expression	CEBPA
CEBPA	upregulates-expression	ITGAX
TP63	upregulates-expression	PRKCD
E2F1	upregulates-expression	DAPK2
DAPK2	upregulates-expression	E2F1
IL13	upregulates-expression	HMOX1
STAT5A	downregulates-expression	CDKN2B
NFKB1	upregulates-expression	CRP
TFAP2C	upregulates-expression	EGFR
FOXH1	upregulates-expression	MEF2C
TWIST2	upregulates-expression	NR2F1
TWIST1	upregulates-expression	NR2F1
HOXB13	downregulates-expression	KLK3
JUN	upregulates-expression	IL23A
RUNX2	upregulates-expression	COL1A1
NANOG	upregulates-expression	KLF4
KLF4	upregulates-expression	NANOG
NANOG	upregulates-expression	KLF2
IL2	upregulates-expression	IL2RA
PITX1	downregulates-expression	JUN
BRCA1	upregulates-expression	STAT1
BRCA1	upregulates-expression	STAT2
SP1	upregulates-expression	MAT2B
SP1	upregulates-expression	MAT2A
NFKB1	upregulates-expression	CFI
HEY1	downregulates-expression	KDR
MYCN	downregulates-expression	NTRK1
MYB	downregulates-expression	HBP1
MYC	downregulates-expression	HBP1
HOXA7	upregulates-expression	VIM
MECP2	downregulates-expression	MEF2C
DDIT3	downregulates-expression	NOS3
E2F1	upregulates-expression	ATM
ATM	upregulates-expression	E2F1
