source	interaction	target
TFAP2A	upregulates-expression	SOX2
MSX2	downregulates-expression	SOX2
HES1	upregulates-expression	MAPK1
FOXH1	upregulates-expression	INHBA
SP3	upregulates-expression	FKBP1B
SP3	upregulates-expression	FKBP1A
FOS	upregulates-expression	PIN1
SSRP1	upregulates-expression	ID1
FOXO1	upregulates-expression	BCL2L11
NR3C1	upregulates-expression	SLC10A1
JUN	upregulates-expression	CYP51A1
SP3	upregulates-expression	ACSBG1
STAT5B	upregulates-expression	CISH
ID2	downregulates-expression	COL1A2
ID3	downregulates-expression	COL1A2
PPARG	downregulates-expression	CD5L
TLX2	upregulates-expression	RET
ATF2	upregulates-expression	PABPC4
SP1	upregulates-expression	NGF
SP1	upregulates-expression	SPHK1
TP73	upregulates-expression	CASP1
TP73	upregulates-expression	IFNG
DNMT1	upregulates-expression	CD44
RUNX3	upregulates-expression	CDKN1A
TP73	upregulates-expression	TAT
DNMT1	upregulates-expression	PDGFB
HIF1A	upregulates-expression	PDGFB
TRPS1	downregulates-expression	RUNX2
IRF5	downregulates-expression	PDLIM7
CTCF	upregulates-expression	CTAG1B
CTCFL	upregulates-expression	CTAG1B
STAT1	downregulates-expression	PRL
AR	upregulates-expression	MAK
ESR1	upregulates-expression	SIAH2
NCOR1	upregulates-expression	SIAH2
NCOA2	upregulates-expression	TGFB1I1
YY1	downregulates-expression	FAS
ESR1	downregulates-expression	PPARA
HAND2	upregulates-expression	TSPOAP1
SOX6	downregulates-expression	INS
TFCP2	upregulates-expression	NOS2
MAZ	upregulates-expression	MMP9
ETS1	upregulates-expression	ETS1
IRF1	upregulates-expression	IFNA16
IRF1	upregulates-expression	GABRA6
IRF1	upregulates-expression	IGBP1
CREB1	upregulates-expression	GCH1
ATF2	upregulates-expression	GCH1
JUN	upregulates-expression	GCH1
SP3	upregulates-expression	POU5F1
ZNF91	upregulates-expression	ALDOA
ZNF224	downregulates-expression	ALDOA
SMAD1	upregulates-expression	WNT3A
SP3	upregulates-expression	APC
HEY2	upregulates-expression	DYM
HEY2	upregulates-expression	MYOCD
GATA2	upregulates-expression	HBA2
POU4F2	upregulates-expression	JUP
POU4F2	upregulates-expression	CDH1
POU4F1	upregulates-expression	JUP
FOXA2	upregulates-expression	ADH1A
GATA2	upregulates-expression	ADH1A
FOXO4	upregulates-expression	INS
HIF1A	upregulates-expression	CAD
STAT5B	upregulates-expression	CCND1
ZIC2	upregulates-expression	CAMK2A
ZNF91	upregulates-expression	CAMK2A
HIF1A	upregulates-expression	EGLN1
ELK3	upregulates-expression	PCYT1A
E2F1	downregulates-expression	DIRAS3
E2F4	downregulates-expression	DIRAS3
FOXI1	upregulates-expression	SLC4A9
SMAD9	upregulates-expression	FOXE3
ZEB2	upregulates-expression	FOXE3
MYB	upregulates-expression	BCL2L11
RUNX3	upregulates-expression	ITGA4
DDIT3	downregulates-expression	ASNS
ATF5	upregulates-expression	ASNS
SP6	upregulates-expression	SP6
WT1	upregulates-expression	BAK1
RARA	upregulates-expression	CASP9
GCM1	upregulates-expression	CREBBP
GCM1	upregulates-expression	GCM1
NR6A1	upregulates-expression	FGF4
KLF2	upregulates-expression	MAP2K5
RUNX2	upregulates-expression	MMP9
RFXANK	upregulates-expression	ANKRA2
ZNF260	upregulates-expression	ADRA1D
ZNF260	upregulates-expression	NPPA
NR0B2	upregulates-expression	SCARB1
NR1H4	upregulates-expression	SCARB1
SMARCA5	upregulates-expression	BMP4
KLF4	downregulates-expression	SERPINE1
KMT2A	upregulates-expression	CDKN1B
TP53	upregulates-expression	MST1
YY1	downregulates-expression	NPM1
RARB	upregulates-expression	EGFR
CREB1	upregulates-expression	PBK
ESR1	upregulates-expression	LTBP1
IRF4	downregulates-expression	TNFSF10
JDP2	upregulates-expression	PLXNB2
MYC	upregulates-expression	PLXNB2
POU2F1	upregulates-expression	OLR1
NFAT5	upregulates-expression	DHX9
ELF1	upregulates-expression	NOS2
TP53	upregulates-expression	CASP2
LEF1	upregulates-expression	SNAI2
SMAD1	upregulates-expression	SNAI2
PPARG	downregulates-expression	TG
SP1	upregulates-expression	LHX3
STAT5A	upregulates-expression	NF1
SP1	upregulates-expression	CEND1
E2F1	downregulates-expression	PNRC2
TP63	upregulates-expression	IGF1R
TP73	upregulates-expression	IGF1R
TP63	upregulates-expression	INSR
TP73	upregulates-expression	INSR
MSC	upregulates-expression	GOT1
GATA1	upregulates-expression	AHSP
POU2F1	upregulates-expression	AHSP
IRF3	upregulates-expression	LITAF
NR3C1	upregulates-expression	NCOA1
NCOA1	upregulates-expression	NR3C1
POU2F1	upregulates-expression	BCL2
POU2F2	upregulates-expression	BCL2
REL	upregulates-expression	SH3BGRL
JUN	downregulates-expression	HES1
HES1	upregulates-expression	JUN
AR	upregulates-expression	TGFB1
POU1F1	upregulates-expression	OGN
ETS1	upregulates-expression	PDGFD
SP1	upregulates-expression	PDGFD
AHR	upregulates-expression	EREG
VDR	upregulates-expression	SPP1
STAT1	upregulates-expression	SMARCA4
NR1H4	upregulates-expression	SLC1A5
GATA5	upregulates-expression	CTNND1
EOMES	upregulates-expression	CTNND1
TP53	upregulates-expression	HP
JUN	upregulates-expression	PTN
JUND	upregulates-expression	PTN
GATA6	upregulates-expression	LMCD1
HEY2	upregulates-expression	NPPA
HEY1	downregulates-expression	GATA4
HEY1	downregulates-expression	GATA6
LRRFIP1	downregulates-expression	TNF
CEBPA	upregulates-expression	ADH1B
CEBPA	upregulates-expression	ADH1C
CEBPB	upregulates-expression	ADH1B
CEBPB	upregulates-expression	ADH1C
NKX3-1	downregulates-expression	KLK3
TP73	upregulates-expression	AFP
SP1	upregulates-expression	RAD9A
HNF1A	upregulates-expression	PKLR
SOX4	upregulates-expression	SOX4
SOX4	upregulates-expression	MECOM
SMAD3	downregulates-expression	TERT
HLF	upregulates-expression	ABCB1
TCF3	upregulates-expression	ABCB1
PBX1	upregulates-expression	ABCB1
NR0B1	upregulates-expression	EWSR1
EWSR1	upregulates-expression	NR0B1
NR0B1	upregulates-expression	FLI1
FLI1	upregulates-expression	NR0B1
HOXA10	downregulates-expression	NCF2
SPI1	upregulates-expression	ITGA3
SP3	upregulates-expression	ITGA3
GATA1	upregulates-expression	GSTP1
NR1H4	upregulates-expression	FGF19
NR0B2	downregulates-expression	PPARGC1A
ESRRA	upregulates-expression	PPARGC1A
ESRRG	upregulates-expression	PPARGC1A
AR	upregulates-expression	PMEPA1
NKX3-1	upregulates-expression	PML
MYOD1	upregulates-expression	NEU1
NCOR1	upregulates-expression	TSHB
THRB	downregulates-expression	TSHB
POU1F1	upregulates-expression	CREBBP
NFKB1	upregulates-expression	CD3E
NFATC2	upregulates-expression	CD4
ESR1	upregulates-expression	NFATC4
NFATC4	upregulates-expression	ESR1
NFATC4	upregulates-expression	CTSD
IRF3	upregulates-expression	CISH
IRF3	upregulates-expression	IL12A
IRF3	upregulates-expression	IL2RB
NCOR2	upregulates-expression	APP
NR1I2	upregulates-expression	APP
NR1I2	upregulates-expression	NCOR2
NCOR2	upregulates-expression	NR1I2
MYF5	upregulates-expression	RRAD
MYOD1	upregulates-expression	RRAD
MTF1	upregulates-expression	SELENOW
MTF1	upregulates-expression	CSRP1
MTF1	downregulates-expression	SLC39A10
NR4A1	upregulates-expression	RPS6KA1
CEBPB	upregulates-expression	CAT
NFYA	upregulates-expression	ABCB1
USF1	upregulates-expression	SLC19A1
ATF1	upregulates-expression	MUC2
CREB1	upregulates-expression	MUC2
JUN	downregulates-expression	MUC2
TP53	downregulates-expression	PRL
ESR1	upregulates-expression	BRCA1
BRCA1	upregulates-expression	ESR1
JUN	upregulates-expression	BRCA1
FOS	upregulates-expression	BRCA1
BRCA1	upregulates-expression	FOS
SP1	upregulates-expression	CTH
TP53	upregulates-expression	TNFRSF10D
TP53	upregulates-expression	CCR6
TBX10	upregulates-expression	TP53
KLF6	upregulates-expression	KAT2B
SNAI1	upregulates-expression	CLDN1
SNAI2	downregulates-expression	CLDN1
SP1	upregulates-expression	BMP6
ID2	upregulates-expression	LIPE
RELA	upregulates-expression	SAA1
STAT3	upregulates-expression	SAA1
VDR	upregulates-expression	APOA1
VSX2	upregulates-expression	CES1
VSX2	upregulates-expression	SAG
E2F6	downregulates-expression	STAG3
THRB	upregulates-expression	TH
IRF7	upregulates-expression	CD80
STAT6	upregulates-expression	SCGB3A1
STAT1	downregulates-expression	SCGB3A1
NFATC2	upregulates-expression	IFNG
CREM	downregulates-expression	CD247
NR4A1	upregulates-expression	INSL3
PAX6	upregulates-expression	NEUROG2
NEUROG2	downregulates-expression	PAX6
PAX6	upregulates-expression	FABP7
RUNX1	upregulates-expression	KLK3
RUNX2	upregulates-expression	KLK3
IRF8	upregulates-expression	IGFBP1
VDR	upregulates-expression	RELB
CDX2	upregulates-expression	FURIN
NR3C1	downregulates-expression	MUC5AC
PPARA	upregulates-expression	CDKN2A
FOSB	upregulates-expression	CDK5
VDR	upregulates-expression	PTHLH
YBX1	upregulates-expression	YBX3
PPARA	upregulates-expression	NR1I2
NFE2L2	upregulates-expression	IGKV6-21
NFE2L2	upregulates-expression	MGST1
E2F1	upregulates-expression	BCL2L11
IRF4	upregulates-expression	IRF4
KLF4	upregulates-expression	TP53
TP53	upregulates-expression	KLF4
ETS2	upregulates-expression	TNC
TP63	upregulates-expression	MGMT
SPI1	upregulates-expression	ELANE
RUNX1	upregulates-expression	ELANE
DNMT3B	upregulates-expression	PCDH10
REST	downregulates-expression	SYP
NR1H3	downregulates-expression	ABCD2
GATA1	upregulates-expression	BST2
CREB1	upregulates-expression	NECTIN2
FOS	upregulates-expression	NECTIN2
JUN	upregulates-expression	NECTIN2
NR1H4	upregulates-expression	SLC51B
VDR	upregulates-expression	BAZ1B
HES1	downregulates-expression	REST
ETS1	upregulates-expression	C3AR1
NCOA1	upregulates-expression	POLR2F
NCOA2	upregulates-expression	POLR2F
THRB	upregulates-expression	POLR2F
PGR	upregulates-expression	OXTR
SP1	upregulates-expression	OXTR
AR	upregulates-expression	SIN3A
NR1H3	upregulates-expression	ABCG4
NR3C1	upregulates-expression	ABCG4
NR3C1	downregulates-expression	ABCA1
GLI3	upregulates-expression	IFT88
JUN	upregulates-expression	FABP6
HMGA1	upregulates-expression	IL10
EGR1	upregulates-expression	GAPDH
TP63	downregulates-expression	CDKN1C
CTBP2	upregulates-expression	CTBP1
SP1	upregulates-expression	KISS1
TFAP2A	upregulates-expression	KISS1
TFAP2B	upregulates-expression	KISS1
SP1	upregulates-expression	IL21R
ELK1	downregulates-expression	TAGLN
ELK1	downregulates-expression	MYLK
ELK1	downregulates-expression	MYOCD
NFATC3	upregulates-expression	DNAJB6
NFATC3	upregulates-expression	TNF
MYOD1	upregulates-expression	GABRB3
TCF12	upregulates-expression	GABRB3
RELB	upregulates-expression	CCND1
RELB	upregulates-expression	MYC
SP3	downregulates-expression	PLAUR
SP1	upregulates-expression	TPK1
ESR1	upregulates-expression	SYP
REST	downregulates-expression	SCG2
ESR1	upregulates-expression	GJD2
ESR1	upregulates-expression	BDNF
ESR1	upregulates-expression	GRIA2
WT1	upregulates-expression	NTRK2
HNF4A	upregulates-expression	SCP2
JUND	upregulates-expression	PRKCQ
SSRP1	upregulates-expression	PRKCQ
TP53	upregulates-expression	HSP90B2P
TP53	upregulates-expression	HSPA4
SP1	upregulates-expression	GRP
ESRRA	downregulates-expression	PCK1
ESRRA	upregulates-expression	CYC1
ESRRA	downregulates-expression	GK
PHF5A	upregulates-expression	CSF1
HIC1	downregulates-expression	SIRT1
SIRT1	upregulates-expression	HIC1
PPARG	upregulates-expression	LIPE
SP1	upregulates-expression	LIPE
CREB1	upregulates-expression	INHA
CEBPB	upregulates-expression	DYM
NR1H4	downregulates-expression	PON1
GATA6	upregulates-expression	KRAS
SPI1	upregulates-expression	FLT3
NR3C1	upregulates-expression	TDO2
SMARCA1	upregulates-expression	TDO2
SPI1	upregulates-expression	IRF4
IRF4	upregulates-expression	SPI1
IRF4	upregulates-expression	TRIM63
SPI1	upregulates-expression	TRIM63
SP1	downregulates-expression	KRT14
SP3	upregulates-expression	KRT14
TBX21	downregulates-expression	IL2
DNMT1	upregulates-expression	CDKN1A
MSC	upregulates-expression	PTPRC
YBX1	upregulates-expression	JAK1
TP53	upregulates-expression	HTT
HAND1	upregulates-expression	PHOX2B
PHOX2B	upregulates-expression	HAND1
HAND2	upregulates-expression	HAND1
PHOX2A	upregulates-expression	GATA2
PHOX2A	upregulates-expression	HAND1
SP1	upregulates-expression	LCP1
TFAP4	upregulates-expression	LCP1
ESR1	upregulates-expression	LCP1
EPAS1	upregulates-expression	EPO
SSRP1	upregulates-expression	TNFSF11
GLI3	upregulates-expression	PTHLH
SP1	upregulates-expression	CASP8
TAL1	upregulates-expression	CBFA2T3
EGR1	upregulates-expression	ARC
EGR3	upregulates-expression	ARC
GRHL3	upregulates-expression	HEY1
MYC	upregulates-expression	S100A7
SP1	upregulates-expression	FOSL1
ESR1	upregulates-expression	LMO4
LMO4	upregulates-expression	ESR1
LMO4	upregulates-expression	MTA1
MTA1	upregulates-expression	LMO4
ID1	upregulates-expression	INHBA
ID2	upregulates-expression	INHBA
ID3	upregulates-expression	INHBA
SP3	upregulates-expression	SMARCC1
PAX3	upregulates-expression	SMARCC1
PPARA	upregulates-expression	NPHS1
PRDM1	upregulates-expression	WNT8A
STAT5A	upregulates-expression	JAK3
STAT5A	upregulates-expression	CYP2B6
REL	upregulates-expression	NFKBIA
CUX1	upregulates-expression	ABL1
RELA	upregulates-expression	BIRC3
PROX1	upregulates-expression	FGFR3
TBPL1	upregulates-expression	EDN1
PPARA	downregulates-expression	UGDH
RXRA	downregulates-expression	UGDH
GATA6	upregulates-expression	HLA-E
NR2C2	upregulates-expression	IL2
STAT3	upregulates-expression	PNP
TP53	upregulates-expression	OGG1
ETS1	downregulates-expression	EPOR
ETS1	upregulates-expression	GATA1
ETS1	upregulates-expression	GATA2
LEF1	upregulates-expression	CTLA4
ESR1	upregulates-expression	ETV4
MZF1	upregulates-expression	PRKCA
ELK1	upregulates-expression	PRKCA
HNF1B	upregulates-expression	ACE2
HNF1B	upregulates-expression	DPP4
CREB1	upregulates-expression	SCARB1
ZNF699	upregulates-expression	STMN1
MYBL2	downregulates-expression	E2F1
E2F1	upregulates-expression	MYBL2
ATF5	upregulates-expression	CCND3
POU2F1	upregulates-expression	GLB1
CREB1	upregulates-expression	STAT4
POU2F1	upregulates-expression	STAT4
SP1	upregulates-expression	STAT4
STAT4	upregulates-expression	STAT4
STAT1	upregulates-expression	TBX21
CREB1	downregulates-expression	CCND2
HIC1	upregulates-expression	HIC1
PPARG	upregulates-expression	PRODH
TP53	upregulates-expression	PRODH
HSF1	downregulates-expression	XAF1
KLF13	downregulates-expression	LDLR
NR3C1	upregulates-expression	FN1
JUNB	upregulates-expression	SRC
SP1	upregulates-expression	SERPINB5
AR	downregulates-expression	SERPINB5
IRF8	upregulates-expression	NCOA3
NCOA3	upregulates-expression	IRF8
IRF8	upregulates-expression	TAT
NCOA3	upregulates-expression	TAT
SREBF1	upregulates-expression	CYP17A1
STAT5B	upregulates-expression	LEP
STAT3	upregulates-expression	INS
KCNIP3	downregulates-expression	SLC8A3
TLX2	upregulates-expression	SLC8A3
BCL3	upregulates-expression	CXCL8
SMAD7	upregulates-expression	IFNA1
HNF4A	upregulates-expression	CDX4
ERG	upregulates-expression	HMOX1
FLI1	upregulates-expression	HMOX1
VEZF1	upregulates-expression	PFKFB3
VDR	upregulates-expression	NGF
ESRRA	upregulates-expression	NR0B1
NR0B1	downregulates-expression	ESRRG
ESRRG	upregulates-expression	NR0B1
LMO2	upregulates-expression	BEX2
HOXD13	upregulates-expression	EPHA7
HOXA13	upregulates-expression	EPHA7
RUNX1	upregulates-expression	POLR2F
RUNX1	upregulates-expression	SKP1
ESRRA	upregulates-expression	PDK4
SRF	downregulates-expression	SERPINE1
FOXM1	upregulates-expression	CDKN1A
FOXM1	downregulates-expression	CDKN2A
FOXG1	upregulates-expression	TLE1
FOXG1	upregulates-expression	TLE6
GTF2I	upregulates-expression	CCND1
MYF5	upregulates-expression	FASTK
SSRP1	upregulates-expression	FASTK
SSRP1	upregulates-expression	MYH14
MYC	upregulates-expression	CLIC4
NKX3-1	upregulates-expression	CLIC4
MYC	upregulates-expression	BCL2
MYC	downregulates-expression	BCL2L1
AR	downregulates-expression	PTGS2
EGR1	upregulates-expression	IGHE
KLF6	upregulates-expression	SAMHD1
KLF6	upregulates-expression	IRF9
MEF2A	upregulates-expression	SLC6A6
MYOD1	upregulates-expression	SLC6A6
SMAD2	upregulates-expression	COL1A2
MYC	upregulates-expression	LDHA
SPI1	upregulates-expression	ALOX15
VDR	upregulates-expression	POU1F1
POU1F1	upregulates-expression	VDR
POU1F1	upregulates-expression	XPR1
DNMT3A	upregulates-expression	SMARCA4
ID1	upregulates-expression	TNFSF11
ID2	upregulates-expression	TNFSF11
ID2	upregulates-expression	OSCAR
TP53	upregulates-expression	RAD51
HNF4A	upregulates-expression	GCG
TP63	upregulates-expression	KRT14
NR2C2	upregulates-expression	CXCL8
E2F1	upregulates-expression	MCM8
NFKB1	upregulates-expression	CCL2
EBF2	upregulates-expression	TNFRSF11B
HNF4A	upregulates-expression	TNFRSF11B
LEF1	upregulates-expression	TNFRSF11B
DBP	upregulates-expression	ESR1
ATF3	upregulates-expression	GH1
NR0B2	upregulates-expression	TIMP2
DLX4	upregulates-expression	CTBP1
CTCF	downregulates-expression	TERT
RORA	upregulates-expression	ROS1
JUN	upregulates-expression	TGFB1
GLI1	upregulates-expression	DKK2
GLI1	upregulates-expression	DKK3
GLI1	upregulates-expression	DKK4
GLI1	upregulates-expression	FRZB
GLI1	upregulates-expression	SFRP1
HOXD3	upregulates-expression	GABRB3
DNMT1	upregulates-expression	MCAT
SMAD4	upregulates-expression	HAMP
REST	downregulates-expression	NRP1
TBP	upregulates-expression	GTF2F1
TBP	upregulates-expression	GTF2F2
TBP	upregulates-expression	HSPA4
E2F1	upregulates-expression	SKP2
SPI1	upregulates-expression	CDKN2A
TP63	upregulates-expression	TP63
FOXA1	upregulates-expression	BRCA1
FOXA1	upregulates-expression	CDKN1B
CTCF	upregulates-expression	DLK1
CEBPB	upregulates-expression	COL1A2
KAT7	upregulates-expression	APP
KAT5	upregulates-expression	LEPR
MEOX2	upregulates-expression	RNF10
SREBF2	upregulates-expression	ACOT7
HSF2	upregulates-expression	CLU
JUN	upregulates-expression	BDNF
PPARG	upregulates-expression	MAPK1
RUNX1	upregulates-expression	ADA
NFE2L2	downregulates-expression	VCAM1
NFE2L2	downregulates-expression	CCL2
NFE2L2	upregulates-expression	IL1B
NFE2L2	upregulates-expression	MAPK14
HMGA1	upregulates-expression	BAX
HMGA1	upregulates-expression	CDKN1A
RBPJ	upregulates-expression	LFNG
TP63	upregulates-expression	WNT4
TP73	upregulates-expression	WNT4
TP53	upregulates-expression	WNT4
MAF	upregulates-expression	CCN2
SP1	upregulates-expression	TARBP2
TFAP2A	upregulates-expression	TARBP2
TFAP4	upregulates-expression	TARBP2
AR	upregulates-expression	CARM1
HNF4A	upregulates-expression	CARM1
HNF4A	upregulates-expression	CREBBP
EGR1	upregulates-expression	MIP
EGR1	upregulates-expression	TFG
NR4A1	upregulates-expression	PPM1D
ESR1	upregulates-expression	PPM1D
NCOA1	upregulates-expression	PPM1D
CEBPB	upregulates-expression	SPI1
POU2F1	upregulates-expression	SPI1
IKZF1	downregulates-expression	HES1
NFE2L2	upregulates-expression	PI3
PRDM2	downregulates-expression	MYC
AR	upregulates-expression	PARK7
AR	upregulates-expression	TH
CTBP2	downregulates-expression	CDH1
NR1H4	upregulates-expression	SLC51A
NR5A2	upregulates-expression	SLC51A
NR5A2	upregulates-expression	SLC51B
NR0B2	downregulates-expression	SLC51A
NR0B2	downregulates-expression	SLC51B
SREBF1	downregulates-expression	HDC
YY1	downregulates-expression	HDC
SPDEF	upregulates-expression	CSF1R
SPDEF	upregulates-expression	ERBB2
SPDEF	upregulates-expression	SPDEF
SNAI1	upregulates-expression	GSK3B
NR1H4	downregulates-expression	EDN1
TP53	upregulates-expression	DDB1
TP53	upregulates-expression	CPD
MYF6	upregulates-expression	SCN8A
DNMT1	upregulates-expression	PDCD5
MYOG	upregulates-expression	MUSK
HR	upregulates-expression	MUSK
EGR1	upregulates-expression	ALOX5
SP1	upregulates-expression	ALOX5
MYC	upregulates-expression	MAPK14
SPI1	upregulates-expression	CTSS
MYB	upregulates-expression	PSMD4
PAX2	upregulates-expression	WNT4
NR1H3	upregulates-expression	SCD
SREBF1	upregulates-expression	SCD
MITF	upregulates-expression	PIAS3
RUNX1	upregulates-expression	IER3
RUNX1	upregulates-expression	TPO
TAL1	upregulates-expression	CCND1
DNMT3A	upregulates-expression	ASCL1
DNMT3A	upregulates-expression	EHMT2
DNMT3B	upregulates-expression	ASCL1
DNMT3B	upregulates-expression	EHMT2
DNMT3B	upregulates-expression	SUV39H1
ASCL1	upregulates-expression	EZH2
EZH2	upregulates-expression	ASCL1
EGR2	upregulates-expression	IGF1
RUNX3	upregulates-expression	BCL2L11
JUN	upregulates-expression	COL24A1
JUN	upregulates-expression	IL5
NCOR1	upregulates-expression	AR
AR	upregulates-expression	NCOR1
NCOR1	upregulates-expression	NCOR2
NCOR2	upregulates-expression	AR
AR	upregulates-expression	SMARCA1
CREB1	upregulates-expression	ABCA1
SP1	upregulates-expression	ABCC6
MYC	upregulates-expression	LARGE1
AR	upregulates-expression	ADM
USF1	upregulates-expression	ACACB
PAX3	upregulates-expression	RECK
HOXA5	upregulates-expression	KDR
SREBF1	upregulates-expression	GK
STAT1	upregulates-expression	TRIP6
CREB1	upregulates-expression	IFNA4
IRF7	upregulates-expression	IFNA4
HOXC13	upregulates-expression	CRISP3
PGR	upregulates-expression	SLPI
KLF9	upregulates-expression	SLPI
ZNF148	upregulates-expression	IAPP
SREBF2	upregulates-expression	CASP2
SP1	upregulates-expression	IFNA1
HNF4A	upregulates-expression	F13B
MYC	upregulates-expression	GABRA6
ZBTB17	upregulates-expression	GABRA6
AHR	upregulates-expression	NRIP1
ZEB2	upregulates-expression	MMP2
EGR1	upregulates-expression	CD40LG
EGR3	upregulates-expression	CD40LG
ID3	upregulates-expression	ID3
ID3	upregulates-expression	THBS1
TLX3	upregulates-expression	FBN1
TLX3	upregulates-expression	INSR
TLX3	upregulates-expression	MAP2K5
TLX3	upregulates-expression	TNFAIP8
SP1	upregulates-expression	EPAS1
SP3	upregulates-expression	EPAS1
USF1	upregulates-expression	HP
RELA	upregulates-expression	UPP1
HNF4A	upregulates-expression	APOA2
NR2F2	upregulates-expression	APOA2
NR2F2	upregulates-expression	APOB
NR2F2	upregulates-expression	APOC3
NR2F6	upregulates-expression	APOA2
NR2F6	upregulates-expression	APOB
NR2F6	upregulates-expression	APOC3
NR4A1	upregulates-expression	APOA2
NR4A1	upregulates-expression	APOC3
PITX2	upregulates-expression	APOA2
PITX2	upregulates-expression	APOB
E2F1	upregulates-expression	RAD51
EGR1	upregulates-expression	RAD51
ETS1	upregulates-expression	RAD51
ETV4	upregulates-expression	RAD51
STAT5A	upregulates-expression	RAD51
HIF1A	upregulates-expression	CCNA2
HIF1A	upregulates-expression	EGF
HIF1A	upregulates-expression	FGF2
TLX2	upregulates-expression	PHOX2B
PHOX2B	upregulates-expression	TLX2
E2F1	upregulates-expression	POLE3
MYC	upregulates-expression	POLE3
SP1	upregulates-expression	GIPR
SP3	upregulates-expression	GIPR
TAF1	upregulates-expression	TAF7
PPARG	downregulates-expression	BACE1
CEBPA	downregulates-expression	GSTP1
SREBF1	upregulates-expression	PCSK9
KAT7	upregulates-expression	IGFBP7
YBX3	upregulates-expression	HSPA4
MYB	upregulates-expression	CA1
ATF2	upregulates-expression	TGFBR2
SP7	upregulates-expression	TNF
SP1	downregulates-expression	AHR
FOXA2	upregulates-expression	REG3G
TP63	upregulates-expression	ADA
SOX10	upregulates-expression	EDNRB
TBP	upregulates-expression	AFM
TBPL2	upregulates-expression	AFM
TP73	upregulates-expression	TP63
TP63	upregulates-expression	TP73
SMAD3	upregulates-expression	CILP
IRF1	upregulates-expression	CD274
SP3	downregulates-expression	ANG
SP3	upregulates-expression	ANGPT2
NR1H3	upregulates-expression	NPC1L1
PPARA	upregulates-expression	NPC1L1
ZNF699	upregulates-expression	NOS2
JUN	upregulates-expression	KRT15
NFKB1	upregulates-expression	DEFB4B
RELA	upregulates-expression	DEFB4B
ISL1	upregulates-expression	RILP
RARA	upregulates-expression	CREBBP
CREBBP	upregulates-expression	RARA
ATF2	upregulates-expression	PTEN
STAT1	upregulates-expression	MVP
SP1	upregulates-expression	NOS2
SP1	upregulates-expression	NASP
ZGLP1	upregulates-expression	GLP1R
NCOA2	upregulates-expression	SERPINE1
HOXA10	upregulates-expression	CDH1
HOXA10	upregulates-expression	EPCAM
ATF1	upregulates-expression	IL6
NFE2L2	upregulates-expression	ABCC2
MZF1	downregulates-expression	ERCC1
CTCF	upregulates-expression	ARSI
NFE2L2	upregulates-expression	EPHX1
LHX2	upregulates-expression	SAP18
LHX2	upregulates-expression	SAP30
STAT3	upregulates-expression	PTPN2
KLF6	downregulates-expression	SERPINA1
KLF6	upregulates-expression	ADRA1D
KLF6	upregulates-expression	GSTP1
KLF6	upregulates-expression	A2M
KLF6	upregulates-expression	CTSB
TP53	upregulates-expression	FLT1
STAT6	downregulates-expression	TLR4
VDR	upregulates-expression	CDKN1A
CEBPG	upregulates-expression	OSR2
HNF4A	upregulates-expression	POU2F1
NR0B2	upregulates-expression	GBA2
ESR2	upregulates-expression	RHD
CREBZF	upregulates-expression	CD86
ESRRB	upregulates-expression	NRIP1
ESRRB	upregulates-expression	THRA
RBPJ	upregulates-expression	FCRL5
JUN	upregulates-expression	RAC1
GTF3A	upregulates-expression	NME1
MYC	upregulates-expression	CCR5
MYC	upregulates-expression	NME1
TP53	upregulates-expression	MPO
WT1	upregulates-expression	MPO
SKIL	downregulates-expression	SMAD7
RUNX2	upregulates-expression	GNAS
MAFB	upregulates-expression	GCG
CREM	upregulates-expression	CCL4
CREM	upregulates-expression	CISH
CREB1	downregulates-expression	CCL4
TP53	upregulates-expression	GPX2
AR	downregulates-expression	CRH
NFE2L2	upregulates-expression	SPARC
CREB1	upregulates-expression	PSENEN
E2F3	upregulates-expression	RB1
RB1	downregulates-expression	E2F3
TP63	upregulates-expression	S100A2
TP73	upregulates-expression	S100A2
MSX1	downregulates-expression	PITX1
SP3	upregulates-expression	MAPK8
JUN	upregulates-expression	MAP3K1
JUN	downregulates-expression	TERT
SP1	upregulates-expression	MAP2K1
SP1	upregulates-expression	MAP3K1
SP3	upregulates-expression	MAP2K1
SP3	upregulates-expression	MAP3K1
GATA5	upregulates-expression	PGR
MYC	upregulates-expression	PUF60
RELA	upregulates-expression	MTDH
CEBPB	upregulates-expression	XDH
GATA4	upregulates-expression	HSPA5
EGR1	downregulates-expression	PSMB9
EGR1	upregulates-expression	SGK1
CEBPG	upregulates-expression	MMP1
MITF	upregulates-expression	HGF
NCOA1	upregulates-expression	CYP3A4
NR0B2	upregulates-expression	CYP3A4
CEBPA	downregulates-expression	KLK3
ELK3	upregulates-expression	HMOX1
FOXC2	upregulates-expression	INS
FOXC2	upregulates-expression	SERPINE1
MTF1	downregulates-expression	HSPA1A
CEBPB	upregulates-expression	MAP3K14
CEBPB	upregulates-expression	MAP4K4
CEBPB	upregulates-expression	SLC2A4
PPARG	downregulates-expression	MAP3K14
PPARG	downregulates-expression	MAP4K4
AEBP1	upregulates-expression	APOE
AEBP1	upregulates-expression	CD36
AEBP1	upregulates-expression	TNF
NR1H3	upregulates-expression	CCL2
NR1H3	upregulates-expression	CD36
TP53	upregulates-expression	VDR
TP63	upregulates-expression	VDR
