source	interaction	target
FOXP1	upregulates-expression	UTRN
FOXP1	upregulates-expression	VGLL4
FOXP1	upregulates-expression	VPS13A
FOXP1	upregulates-expression	VPS13C
FOXP1	upregulates-expression	VPS41
FOXP1	upregulates-expression	WNK1
FOXP1	upregulates-expression	XXYLT1
FOXP1	upregulates-expression	YPEL3
FOXP1	upregulates-expression	ZBTB16
FOXP1	upregulates-expression	ZFAT
FOXP1	upregulates-expression	ZFP36L1
FOXP1	upregulates-expression	ZMYM2
FOXP1	upregulates-expression	ZNF608
GABPA	upregulates-expression	CDK13
GATA1	upregulates-expression	GRAP2
GATA2	upregulates-expression	ABCC4
GATA2	upregulates-expression	ABLIM1
GATA2	upregulates-expression	ACER3
GATA2	upregulates-expression	ADAMTSL1
GATA2	upregulates-expression	ADD3
GATA2	upregulates-expression	ADGRG6
GATA2	upregulates-expression	ADGRL2
GATA2	upregulates-expression	ADGRV1
GATA2	upregulates-expression	AFF1
GATA2	upregulates-expression	AFF3
GATA2	upregulates-expression	AGAP1
GATA2	upregulates-expression	AHI1
GATA2	upregulates-expression	AKAP13
GATA2	upregulates-expression	AKAP6
GATA2	upregulates-expression	ALCAM
GATA2	upregulates-expression	ALDH1A2
GATA2	upregulates-expression	AMBRA1
GATA2	upregulates-expression	AMPD3
GATA2	upregulates-expression	ANGPT1
GATA2	upregulates-expression	ANK3
GATA2	upregulates-expression	ANKFN1
GATA2	upregulates-expression	ANKRD28
GATA2	upregulates-expression	ANKS1B
GATA2	upregulates-expression	ANO6
GATA2	upregulates-expression	APP
GATA2	upregulates-expression	ARHGAP10
GATA2	upregulates-expression	ARHGAP15
GATA2	upregulates-expression	ARHGAP24
GATA2	upregulates-expression	ARHGAP26
GATA2	upregulates-expression	ARHGAP32
GATA2	upregulates-expression	ARHGAP42
GATA2	upregulates-expression	ARHGAP6
GATA2	upregulates-expression	ARHGEF3
GATA2	upregulates-expression	ARID1B
GATA2	upregulates-expression	ARID5B
GATA2	upregulates-expression	ASAP1
GATA2	upregulates-expression	ATP8B4
GATA2	upregulates-expression	AUTS2
GATA2	upregulates-expression	BCAR3
GATA2	upregulates-expression	BCAS3
GATA2	upregulates-expression	BCOR
GATA2	upregulates-expression	BMPR1B
GATA2	upregulates-expression	BNC2
GATA2	upregulates-expression	CACHD1
GATA2	upregulates-expression	CALD1
GATA2	upregulates-expression	CAST
GATA2	upregulates-expression	CBLB
GATA2	upregulates-expression	CCDC91
GATA2	upregulates-expression	CCNY
GATA2	upregulates-expression	CCSER1
GATA2	upregulates-expression	CD34
GATA2	upregulates-expression	CDC42BPA
GATA2	upregulates-expression	CDH18
GATA2	upregulates-expression	CDK14
GATA2	upregulates-expression	CDKAL1
GATA2	upregulates-expression	CDYL
GATA2	upregulates-expression	CEMIP2
GATA2	upregulates-expression	CEP128
GATA2	upregulates-expression	CHN2
GATA2	upregulates-expression	CLEC16A
GATA2	upregulates-expression	CNBD1
GATA2	upregulates-expression	CNIH3
GATA2	upregulates-expression	CNTN3
GATA2	upregulates-expression	COL14A1
GATA2	upregulates-expression	COL25A1
GATA2	upregulates-expression	CPEB4
GATA2	upregulates-expression	CRADD
GATA2	upregulates-expression	CREB5
GATA2	upregulates-expression	CSGALNACT1
GATA2	upregulates-expression	CTBS
GATA2	upregulates-expression	CTNNA1
GATA2	upregulates-expression	CUBN
GATA2	upregulates-expression	CUX1
GATA2	upregulates-expression	DAAM1
GATA2	upregulates-expression	DENND1A
GATA2	upregulates-expression	DENND1B
GATA2	upregulates-expression	DGKB
GATA2	upregulates-expression	DIPK2B
GATA2	upregulates-expression	DIS3L2
GATA2	upregulates-expression	DLC1
GATA2	upregulates-expression	DLEU1
GATA2	upregulates-expression	DLG1
GATA2	upregulates-expression	DLG2
GATA2	upregulates-expression	DNAH11
GATA2	upregulates-expression	DOCK10
GATA2	upregulates-expression	DOCK4
GATA2	upregulates-expression	DOCK5
GATA2	upregulates-expression	DPYD
GATA2	upregulates-expression	DST
GATA2	upregulates-expression	DTNA
GATA2	upregulates-expression	DTNB
GATA2	upregulates-expression	DTNBP1
GATA2	upregulates-expression	DUSP10
GATA2	upregulates-expression	DYM
GATA2	upregulates-expression	DYNC2H1
GATA2	upregulates-expression	DYRK1A
GATA2	upregulates-expression	EFHC1
GATA2	upregulates-expression	EFNA5
GATA2	upregulates-expression	EGFR
GATA2	upregulates-expression	EGLN3
GATA2	upregulates-expression	EHF
GATA2	upregulates-expression	EIF3H
GATA2	upregulates-expression	ELAPOR2
GATA2	upregulates-expression	ENAH
GATA2	upregulates-expression	EPB41L2
GATA2	upregulates-expression	EPS8
GATA2	upregulates-expression	ERBB4
GATA2	upregulates-expression	ERC1
GATA2	upregulates-expression	ERC2
GATA2	upregulates-expression	ETV6
GATA2	upregulates-expression	EVL
GATA2	upregulates-expression	EXOC4
GATA2	upregulates-expression	EXOC6
GATA2	upregulates-expression	EXT1
GATA2	upregulates-expression	FAF1
GATA2	upregulates-expression	FAM13A
GATA2	upregulates-expression	FAM171A1
GATA2	upregulates-expression	ARB2A
GATA2	upregulates-expression	FBXL17
GATA2	upregulates-expression	FBXW11
GATA2	upregulates-expression	FGGY
GATA2	upregulates-expression	FHIT
GATA2	upregulates-expression	FHOD3
GATA2	upregulates-expression	FILIP1L
GATA2	upregulates-expression	FLNB
GATA2	upregulates-expression	FLT1
GATA2	upregulates-expression	FNDC3B
GATA2	upregulates-expression	FNIP2
GATA2	upregulates-expression	FOCAD
GATA2	upregulates-expression	FOXJ3
GATA2	upregulates-expression	FOXN3
GATA2	upregulates-expression	FOXP1
GATA2	upregulates-expression	FRMD3
GATA2	upregulates-expression	FRMD4B
GATA2	upregulates-expression	FRY
GATA2	upregulates-expression	FRYL
GATA2	upregulates-expression	FSTL5
GATA2	upregulates-expression	FTO
GATA2	upregulates-expression	FYN
GATA2	upregulates-expression	GABBR2
GATA2	upregulates-expression	GALNT10
GATA2	upregulates-expression	GALNT2
GATA2	upregulates-expression	GLI3
GATA2	upregulates-expression	GLIS3
GATA2	upregulates-expression	GMDS
GATA2	upregulates-expression	GNAQ
GATA2	upregulates-expression	GPATCH2
GATA2	upregulates-expression	GRB10
GATA2	upregulates-expression	GRIK2
GATA2	upregulates-expression	GRM7
GATA2	upregulates-expression	GSE1
GATA2	upregulates-expression	GTDC1
GATA2	upregulates-expression	HDAC4
GATA2	upregulates-expression	HDAC9
GATA2	upregulates-expression	HERC1
GATA2	upregulates-expression	HIVEP1
GATA2	upregulates-expression	HIVEP2
GATA2	upregulates-expression	HIVEP3
GATA2	upregulates-expression	HMCN1
GATA2	upregulates-expression	IGF1R
GATA2	upregulates-expression	IL1R1
GATA2	upregulates-expression	IMMP2L
GATA2	upregulates-expression	INPP4B
GATA2	upregulates-expression	IQGAP2
GATA2	upregulates-expression	ITGA8
GATA2	upregulates-expression	ITPR1
GATA2	upregulates-expression	ITPR2
GATA2	upregulates-expression	ITSN1
GATA2	upregulates-expression	JARID2
GATA2	upregulates-expression	JMJD1C
GATA2	upregulates-expression	KALRN
GATA2	upregulates-expression	KAT6B
GATA2	upregulates-expression	KAZN
GATA2	upregulates-expression	KCNK1
GATA2	upregulates-expression	KCNMA1
GATA2	upregulates-expression	KCNMB2
GATA2	upregulates-expression	KDM4C
GATA2	upregulates-expression	KDM6A
GATA2	upregulates-expression	KIAA1217
GATA2	upregulates-expression	LARGE1
GATA2	upregulates-expression	LDB2
GATA2	upregulates-expression	LHFPL2
GATA2	upregulates-expression	LIMCH1
GATA2	upregulates-expression	LMBR1
GATA2	upregulates-expression	LPP
GATA2	upregulates-expression	LRBA
GATA2	upregulates-expression	LRCH1
GATA2	upregulates-expression	LRIG1
GATA2	upregulates-expression	LRP1B
GATA2	upregulates-expression	LSAMP
GATA2	upregulates-expression	LTBP1
GATA2	upregulates-expression	LUZP2
GATA2	upregulates-expression	MACF1
GATA2	upregulates-expression	MACROD2
GATA2	upregulates-expression	MAD1L1
GATA2	upregulates-expression	MAGI1
GATA2	upregulates-expression	MAML3
GATA2	upregulates-expression	MAP2
GATA2	upregulates-expression	MAP4K4
GATA2	upregulates-expression	MAPKAP1
GATA2	upregulates-expression	MARCHF3
GATA2	upregulates-expression	MAST4
GATA2	upregulates-expression	MBNL1
GATA2	upregulates-expression	MCC
GATA2	upregulates-expression	MCF2L2
GATA2	upregulates-expression	MEF2C
GATA2	upregulates-expression	MET
GATA2	upregulates-expression	MICAL2
GATA2	upregulates-expression	MID1
GATA2	upregulates-expression	MIPOL1
GATA2	upregulates-expression	MITF
GATA2	upregulates-expression	MLLT3
GATA2	upregulates-expression	MRPS27
GATA2	upregulates-expression	MSI2
GATA2	upregulates-expression	MTHFD1L
GATA2	upregulates-expression	MTSS1
GATA2	upregulates-expression	MYCBP2
GATA2	upregulates-expression	MYLK
GATA2	upregulates-expression	MYO1B
GATA2	upregulates-expression	MYRIP
GATA2	upregulates-expression	NAALADL2
GATA2	upregulates-expression	NAV2
GATA2	upregulates-expression	NAV3
GATA2	upregulates-expression	NBAS
GATA2	upregulates-expression	NCOA1
GATA2	upregulates-expression	NEDD4L
GATA2	upregulates-expression	NEDD9
GATA2	upregulates-expression	NEK7
GATA2	upregulates-expression	NEO1
GATA2	upregulates-expression	NFASC
GATA2	upregulates-expression	NFATC2
GATA2	upregulates-expression	NFIA
GATA2	upregulates-expression	NFIB
GATA2	upregulates-expression	NFKB1
GATA2	upregulates-expression	NIBAN1
GATA2	upregulates-expression	NLGN1
GATA2	upregulates-expression	NME7
GATA2	upregulates-expression	NPAS3
GATA2	upregulates-expression	NR3C2
GATA2	upregulates-expression	NRCAM
GATA2	upregulates-expression	NRG3
GATA2	upregulates-expression	NRXN3
GATA2	upregulates-expression	NSMAF
GATA2	upregulates-expression	OFCC1
GATA2	upregulates-expression	OSBPL10
GATA2	upregulates-expression	OSBPL3
GATA2	upregulates-expression	OSBPL8
GATA2	upregulates-expression	OSBPL9
GATA2	upregulates-expression	P3H2
GATA2	upregulates-expression	PACRG
GATA2	upregulates-expression	PACSIN2
GATA2	upregulates-expression	PAG1
GATA2	upregulates-expression	PARD3
GATA2	upregulates-expression	PARD3B
GATA2	upregulates-expression	PBX1
GATA2	upregulates-expression	PCDH15
GATA2	upregulates-expression	PCLO
GATA2	upregulates-expression	PCNX1
GATA2	upregulates-expression	PCNX2
GATA2	upregulates-expression	PDE10A
GATA2	upregulates-expression	PDE4B
GATA2	upregulates-expression	PDE4D
GATA2	upregulates-expression	PDLIM5
GATA2	upregulates-expression	PDZRN3
GATA2	upregulates-expression	PHACTR1
GATA2	upregulates-expression	PHACTR2
GATA2	upregulates-expression	PHLDB2
GATA2	upregulates-expression	PHLPP1
GATA2	upregulates-expression	PIEZO2
GATA2	upregulates-expression	PIK3R1
GATA2	upregulates-expression	PIP4K2A
GATA2	upregulates-expression	PLCB1
GATA2	upregulates-expression	PLCB4
GATA2	upregulates-expression	PLD1
GATA2	upregulates-expression	PLEKHA7
GATA2	upregulates-expression	PLXNA2
GATA2	upregulates-expression	PPFIA2
GATA2	upregulates-expression	PPFIBP2
GATA2	upregulates-expression	PPM1H
GATA2	upregulates-expression	PPP3CA
GATA2	upregulates-expression	PRKAG2
GATA2	upregulates-expression	PRKAR2B
GATA2	upregulates-expression	PRKCE
GATA2	upregulates-expression	PRKCH
GATA2	upregulates-expression	PRKD1
GATA2	upregulates-expression	PRUNE2
GATA2	upregulates-expression	PSD3
GATA2	upregulates-expression	PTK2
GATA2	upregulates-expression	PTK2B
GATA2	upregulates-expression	PTPRM
GATA2	upregulates-expression	RAD51B
GATA2	upregulates-expression	RALGAPA2
GATA2	upregulates-expression	RAPGEF2
GATA2	upregulates-expression	RAPGEF4
GATA2	upregulates-expression	RAPGEF5
GATA2	upregulates-expression	RASAL2
GATA2	upregulates-expression	RBMS1
GATA2	upregulates-expression	RBMS3
GATA2	upregulates-expression	RBPMS
GATA2	upregulates-expression	RELN
GATA2	upregulates-expression	RERE
GATA2	upregulates-expression	RFX3
GATA2	upregulates-expression	RIMS1
GATA2	upregulates-expression	RIT2
GATA2	upregulates-expression	RNF150
GATA2	upregulates-expression	ROBO1
GATA2	upregulates-expression	RPS6KA2
GATA2	upregulates-expression	RTN4
GATA2	upregulates-expression	RTTN
GATA2	upregulates-expression	RYR2
GATA2	upregulates-expression	SASH1
GATA2	upregulates-expression	SBF2
GATA2	upregulates-expression	SCAPER
GATA2	upregulates-expression	SCMH1
GATA2	upregulates-expression	SEC14L1
GATA2	upregulates-expression	SEMA3C
GATA2	upregulates-expression	SEMA6A
GATA2	upregulates-expression	SGMS1
GATA2	upregulates-expression	SH3RF1
GATA2	upregulates-expression	SHROOM3
GATA2	upregulates-expression	SIK3
GATA2	upregulates-expression	SIL1
GATA2	upregulates-expression	SIPA1L1
GATA2	upregulates-expression	SIPA1L2
GATA2	upregulates-expression	SLC22A23
GATA2	upregulates-expression	SLIT3
GATA2	upregulates-expression	SLX4IP
GATA2	upregulates-expression	SMAD3
GATA2	upregulates-expression	SMYD3
GATA2	upregulates-expression	SND1
GATA2	upregulates-expression	SNX25
GATA2	upregulates-expression	SORBS1
GATA2	upregulates-expression	SORBS2
GATA2	upregulates-expression	SOX6
GATA2	upregulates-expression	SOX9
GATA2	upregulates-expression	SPATS2L
GATA2	upregulates-expression	SPECC1L
GATA2	upregulates-expression	SPIRE1
GATA2	upregulates-expression	SPOCK1
GATA2	upregulates-expression	SPTBN1
GATA2	upregulates-expression	SSBP2
GATA2	upregulates-expression	SSBP3
GATA2	upregulates-expression	ST6GAL1
GATA2	upregulates-expression	ST7
GATA2	upregulates-expression	STARD13
GATA2	upregulates-expression	STIM1
GATA2	upregulates-expression	STK39
GATA2	upregulates-expression	STXBP5
GATA2	upregulates-expression	STXBP6
GATA2	upregulates-expression	SVIL
GATA2	upregulates-expression	SYNE1
GATA2	upregulates-expression	SYT1
GATA2	upregulates-expression	TACC2
GATA2	upregulates-expression	TANC1
GATA2	upregulates-expression	TAOK3
GATA2	upregulates-expression	TBC1D5
GATA2	upregulates-expression	TBL1XR1
GATA2	upregulates-expression	TCF12
GATA2	upregulates-expression	TCF4
GATA2	upregulates-expression	TEAD1
GATA2	upregulates-expression	TENM4
GATA2	upregulates-expression	TGFBR3
GATA2	upregulates-expression	THADA
GATA2	upregulates-expression	THSD7A
GATA2	upregulates-expression	TIAM1
GATA2	upregulates-expression	TIAM2
GATA2	upregulates-expression	TJP2
GATA2	upregulates-expression	TLK1
GATA2	upregulates-expression	TLN2
GATA2	upregulates-expression	TMEM204
GATA2	upregulates-expression	TMTC2
GATA2	upregulates-expression	TNFAIP8
GATA2	upregulates-expression	TNIK
GATA2	upregulates-expression	TNRC6B
GATA2	upregulates-expression	TNS3
GATA2	upregulates-expression	TPD52
GATA2	upregulates-expression	TPD52L1
GATA2	upregulates-expression	TPRG1
GATA2	upregulates-expression	TRAPPC9
GATA2	upregulates-expression	TRIO
GATA2	upregulates-expression	TRPS1
GATA2	upregulates-expression	TUSC3
GATA2	upregulates-expression	TXNRD1
GATA2	upregulates-expression	UBE2H
GATA2	upregulates-expression	UBR3
GATA2	upregulates-expression	UNC5C
GATA2	upregulates-expression	UNC5D
GATA2	upregulates-expression	UST
GATA2	upregulates-expression	UTRN
GATA2	upregulates-expression	UVRAG
GATA2	upregulates-expression	VAV3
GATA2	upregulates-expression	VEPH1
GATA2	upregulates-expression	VGLL4
GATA2	upregulates-expression	VPS13A
GATA2	upregulates-expression	VPS13B
GATA2	upregulates-expression	VPS13D
GATA2	upregulates-expression	VPS8
GATA2	upregulates-expression	WDFY3
GATA2	upregulates-expression	XXYLT1
GATA2	upregulates-expression	ZBTB16
GATA2	upregulates-expression	ZBTB20
GATA2	upregulates-expression	ZEB2
GATA2	upregulates-expression	ZFPM2
GATA2	upregulates-expression	ZMIZ1
GATA2	upregulates-expression	ZMYND8
GATA2	upregulates-expression	ZNF385D
GATA2	upregulates-expression	ZNF407
GATA2	upregulates-expression	ZNF608
GATA2	upregulates-expression	ZNRF1
GATA2	upregulates-expression	ZPLD1
GATA3	upregulates-expression	ABCA4
GATA3	upregulates-expression	ABLIM1
GATA3	upregulates-expression	ADAM12
GATA3	upregulates-expression	ADAMTSL1
GATA3	upregulates-expression	ADGRG6
GATA3	upregulates-expression	ADGRL2
GATA3	upregulates-expression	ADGRV1
GATA3	upregulates-expression	AFAP1
GATA3	upregulates-expression	AFF1
GATA3	upregulates-expression	AFF3
GATA3	upregulates-expression	AGAP1
GATA3	upregulates-expression	AHNAK
GATA3	upregulates-expression	AKAP6
GATA3	upregulates-expression	ALCAM
GATA3	upregulates-expression	ALK
GATA3	upregulates-expression	AMOTL1
GATA3	upregulates-expression	ANK3
GATA3	upregulates-expression	ANKFN1
GATA3	upregulates-expression	ANKRD28
GATA3	upregulates-expression	ANKRD44
GATA3	upregulates-expression	ANKS1B
GATA3	upregulates-expression	ANO6
GATA3	upregulates-expression	APP
GATA3	upregulates-expression	ARHGAP15
GATA3	upregulates-expression	ARHGAP24
GATA3	upregulates-expression	ARHGAP25
GATA3	upregulates-expression	ARHGAP26
GATA3	upregulates-expression	ARHGAP32
GATA3	upregulates-expression	ARHGEF3
GATA3	upregulates-expression	ARID1B
GATA3	upregulates-expression	ARSG
GATA3	upregulates-expression	ASAP1
GATA3	upregulates-expression	ATRNL1
GATA3	upregulates-expression	ATXN7
GATA3	upregulates-expression	AUTS2
GATA3	upregulates-expression	BACH2
GATA3	upregulates-expression	BANK1
GATA3	upregulates-expression	BCAR3
GATA3	upregulates-expression	BCOR
GATA3	upregulates-expression	BMPER
GATA3	upregulates-expression	BMPR1B
GATA3	upregulates-expression	BRIP1
GATA3	upregulates-expression	CACNA2D1
GATA3	upregulates-expression	CADM1
GATA3	upregulates-expression	CAMK2D
GATA3	upregulates-expression	CAMKMT
GATA3	upregulates-expression	CAPN2
GATA3	upregulates-expression	CAST
GATA3	upregulates-expression	CBLB
GATA3	upregulates-expression	CCDC12
GATA3	upregulates-expression	CCDC88C
GATA3	upregulates-expression	CCDC91
GATA3	upregulates-expression	CCSER1
GATA3	upregulates-expression	CDC42EP3
GATA3	upregulates-expression	CDH18
GATA3	upregulates-expression	CDK6
GATA3	upregulates-expression	CDKAL1
GATA3	upregulates-expression	CDYL
GATA3	upregulates-expression	CEMIP2
GATA3	upregulates-expression	CEP112
GATA3	upregulates-expression	CEP128
GATA3	upregulates-expression	CHN2
GATA3	upregulates-expression	CHST9
GATA3	upregulates-expression	CLEC16A
GATA3	upregulates-expression	CLMN
GATA3	upregulates-expression	CNTNAP2
GATA3	upregulates-expression	COL21A1
GATA3	upregulates-expression	COL5A1
GATA3	upregulates-expression	CPNE4
GATA3	upregulates-expression	CRADD
GATA3	upregulates-expression	CREB5
GATA3	upregulates-expression	CRIM1
GATA3	upregulates-expression	CSGALNACT1
GATA3	upregulates-expression	CTNNA1
GATA3	upregulates-expression	CTNND2
GATA3	upregulates-expression	CUEDC1
GATA3	upregulates-expression	CUX1
GATA3	upregulates-expression	CYP24A1
GATA3	upregulates-expression	CYRIB
GATA3	upregulates-expression	DAAM1
GATA3	upregulates-expression	DAB2IP
GATA3	upregulates-expression	DCLK1
GATA3	upregulates-expression	DENND1A
GATA3	upregulates-expression	DIP2C
GATA3	upregulates-expression	DLC1
GATA3	upregulates-expression	DLEU1
GATA3	upregulates-expression	DLG1
GATA3	upregulates-expression	DLG2
GATA3	upregulates-expression	DMD
GATA3	upregulates-expression	DNAJC5B
GATA3	upregulates-expression	DNMBP
GATA3	upregulates-expression	DOCK10
GATA3	upregulates-expression	DOCK4
GATA3	upregulates-expression	DOCK5
GATA3	upregulates-expression	DPYD
GATA3	upregulates-expression	DSCAM
GATA3	upregulates-expression	DST
GATA3	upregulates-expression	DTNB
GATA3	upregulates-expression	DUSP10
GATA3	upregulates-expression	ECE1
GATA3	upregulates-expression	EFHC1
GATA3	upregulates-expression	EFNA5
GATA3	upregulates-expression	EGLN3
GATA3	upregulates-expression	EHF
GATA3	upregulates-expression	ELAPOR1
GATA3	upregulates-expression	ELMO1
GATA3	upregulates-expression	EML4
GATA3	upregulates-expression	ENPP2
GATA3	upregulates-expression	EPAS1
GATA3	upregulates-expression	ERBB4
GATA3	upregulates-expression	ERC1
GATA3	upregulates-expression	ERC2
GATA3	upregulates-expression	ESRRG
GATA3	upregulates-expression	ETV6
GATA3	upregulates-expression	EVL
GATA3	upregulates-expression	EXOC4
GATA3	upregulates-expression	EXOC6B
GATA3	upregulates-expression	EXT1
GATA3	upregulates-expression	EYA2
GATA3	upregulates-expression	EYS
GATA3	upregulates-expression	FAM13A
GATA3	upregulates-expression	ARB2A
GATA3	upregulates-expression	FAT1
GATA3	upregulates-expression	FBXW11
GATA3	upregulates-expression	FERMT2
GATA3	upregulates-expression	FGD5
GATA3	upregulates-expression	FGGY
GATA3	upregulates-expression	FHL2
GATA3	upregulates-expression	FHOD3
GATA3	upregulates-expression	FIGN
GATA3	upregulates-expression	FILIP1L
GATA3	upregulates-expression	FLNB
GATA3	upregulates-expression	FMN1
GATA3	upregulates-expression	FMN2
GATA3	upregulates-expression	FNIP2
GATA3	upregulates-expression	FOXJ3
GATA3	upregulates-expression	FOXO3
GATA3	upregulates-expression	FRMD3
GATA3	upregulates-expression	FRMD4B
GATA3	upregulates-expression	FSIP1
GATA3	upregulates-expression	FTO
GATA3	upregulates-expression	FYB1
GATA3	upregulates-expression	FYN
GATA3	upregulates-expression	GABBR2
GATA3	upregulates-expression	GHR
GATA3	upregulates-expression	GLI3
GATA3	upregulates-expression	GLIS3
GATA3	upregulates-expression	GMDS
GATA3	upregulates-expression	GNAQ
GATA3	upregulates-expression	GPATCH2
GATA3	upregulates-expression	GRAMD2B
GATA3	upregulates-expression	GRHL2
GATA3	upregulates-expression	GSE1
GATA3	upregulates-expression	GULP1
GATA3	upregulates-expression	HDAC4
GATA3	upregulates-expression	HDAC9
GATA3	upregulates-expression	HECW2
GATA3	upregulates-expression	HIVEP1
GATA3	upregulates-expression	HIVEP2
GATA3	upregulates-expression	HIVEP3
GATA3	upregulates-expression	HMCN1
GATA3	upregulates-expression	IER5
GATA3	upregulates-expression	IGF1R
GATA3	upregulates-expression	IL1R1
GATA3	upregulates-expression	IMMP2L
GATA3	upregulates-expression	INPP4B
GATA3	upregulates-expression	IQCJ
GATA3	upregulates-expression	ITGB5
GATA3	upregulates-expression	ITGB6
GATA3	upregulates-expression	ITPR1
GATA3	upregulates-expression	ITPR2
GATA3	upregulates-expression	JARID2
GATA3	upregulates-expression	KALRN
GATA3	upregulates-expression	KAT2B
GATA3	upregulates-expression	KCNK1
GATA3	upregulates-expression	KCNK2
GATA3	upregulates-expression	KCNMA1
GATA3	upregulates-expression	KCTD3
GATA3	upregulates-expression	KDM4C
GATA3	upregulates-expression	KIAA1217
GATA3	upregulates-expression	KIF21A
GATA3	upregulates-expression	LAMC1
GATA3	upregulates-expression	LHFPL2
GATA3	upregulates-expression	LIMA1
GATA3	upregulates-expression	LIMCH1
GATA3	upregulates-expression	LMBR1
GATA3	upregulates-expression	LPP
GATA3	upregulates-expression	LRBA
GATA3	upregulates-expression	LRCH1
GATA3	upregulates-expression	LRIG1
GATA3	upregulates-expression	LRP1B
GATA3	upregulates-expression	LSAMP
GATA3	upregulates-expression	LTBP1
GATA3	upregulates-expression	LYPD6B
GATA3	upregulates-expression	LYZL1
GATA3	upregulates-expression	MACROD2
GATA3	upregulates-expression	MAGI1
GATA3	upregulates-expression	MALRD1
GATA3	upregulates-expression	MAML2
GATA3	upregulates-expression	MAML3
GATA3	upregulates-expression	MAP2
GATA3	upregulates-expression	MAP4K4
GATA3	upregulates-expression	MAPK10
GATA3	upregulates-expression	MAPKAP1
GATA3	upregulates-expression	MARCHF10
GATA3	upregulates-expression	MAST4
GATA3	upregulates-expression	MB21D2
GATA3	upregulates-expression	MBNL1
GATA3	upregulates-expression	MCC
GATA3	upregulates-expression	MCF2L2
GATA3	upregulates-expression	ME3
GATA3	upregulates-expression	MECOM
GATA3	upregulates-expression	MED13L
GATA3	upregulates-expression	MICAL2
GATA3	upregulates-expression	MID1
GATA3	upregulates-expression	MIDEAS
GATA3	upregulates-expression	MITF
GATA3	upregulates-expression	MLLT3
GATA3	upregulates-expression	MME
GATA3	upregulates-expression	MPDZ
GATA3	upregulates-expression	MSI2
GATA3	upregulates-expression	MTSS1
GATA3	upregulates-expression	MTUS1
GATA3	upregulates-expression	MYLK
GATA3	upregulates-expression	MYO1B
GATA3	upregulates-expression	MYOF
GATA3	upregulates-expression	NAALADL2
GATA3	upregulates-expression	NACA2
GATA3	upregulates-expression	NAV2
GATA3	upregulates-expression	NAV3
GATA3	upregulates-expression	NCALD
GATA3	upregulates-expression	NCAM2
GATA3	upregulates-expression	NCOR2
GATA3	upregulates-expression	NDUFAF6
GATA3	upregulates-expression	NEDD4L
GATA3	upregulates-expression	NEDD9
GATA3	upregulates-expression	NEK7
GATA3	upregulates-expression	NFIA
GATA3	upregulates-expression	NFIB
GATA3	upregulates-expression	NIBAN1
GATA3	upregulates-expression	NPAS3
GATA3	upregulates-expression	NRP1
GATA3	upregulates-expression	NRP2
GATA3	upregulates-expression	OFCC1
GATA3	upregulates-expression	OSBPL10
GATA3	upregulates-expression	OSBPL3
GATA3	upregulates-expression	OSBPL9
GATA3	upregulates-expression	P3H2
GATA3	upregulates-expression	PACS1
GATA3	upregulates-expression	PACSIN2
GATA3	upregulates-expression	PALLD
GATA3	upregulates-expression	PAM
GATA3	upregulates-expression	PARD3
GATA3	upregulates-expression	PARD3B
GATA3	upregulates-expression	PARD6B
GATA3	upregulates-expression	PBX1
GATA3	upregulates-expression	PBX3
GATA3	upregulates-expression	PCDH9
GATA3	upregulates-expression	PCNX2
GATA3	upregulates-expression	PDE4B
GATA3	upregulates-expression	PDE4D
GATA3	upregulates-expression	PDLIM5
GATA3	upregulates-expression	PDZRN3
GATA3	upregulates-expression	PHACTR1
GATA3	upregulates-expression	PHLDB2
GATA3	upregulates-expression	PIK3R1
GATA3	upregulates-expression	PIP4K2A
GATA3	upregulates-expression	PLCB1
GATA3	upregulates-expression	PLCB4
GATA3	upregulates-expression	PLCL1
GATA3	upregulates-expression	PLD1
GATA3	upregulates-expression	PLXNA2
GATA3	upregulates-expression	PMEPA1
GATA3	upregulates-expression	PPFIBP2
GATA3	upregulates-expression	PPM1H
GATA3	upregulates-expression	PPP3CA
GATA3	upregulates-expression	PREX1
GATA3	upregulates-expression	PRICKLE2
GATA3	upregulates-expression	PRKAG2
GATA3	upregulates-expression	PRKCE
GATA3	upregulates-expression	PRKCH
GATA3	upregulates-expression	PRKCQ
GATA3	upregulates-expression	PRLR
GATA3	upregulates-expression	PSD3
GATA3	upregulates-expression	PTK2
GATA3	upregulates-expression	PTK2B
GATA3	upregulates-expression	PTPN7
GATA3	upregulates-expression	PTPRJ
GATA3	upregulates-expression	PTPRK
GATA3	upregulates-expression	RAD23B
GATA3	upregulates-expression	RAD51B
GATA3	upregulates-expression	RAPGEF1
GATA3	upregulates-expression	RAPGEF4
GATA3	upregulates-expression	RAPGEF5
GATA3	upregulates-expression	RARA
GATA3	upregulates-expression	RASEF
GATA3	upregulates-expression	RBFOX2
GATA3	upregulates-expression	RBM47
GATA3	upregulates-expression	RBMS3
GATA3	upregulates-expression	RBPMS
GATA3	upregulates-expression	RCAN3
GATA3	upregulates-expression	RERE
GATA3	upregulates-expression	RFTN1
GATA3	upregulates-expression	RFX3
GATA3	upregulates-expression	RGS6
GATA3	upregulates-expression	RHOBTB3
GATA3	upregulates-expression	RIMS2
GATA3	upregulates-expression	RND3
GATA3	upregulates-expression	RNF150
GATA3	upregulates-expression	ROBO1
GATA3	upregulates-expression	RPH3A
GATA3	upregulates-expression	RTN4
