source	target	interaction	weight
TF_23	G_341	upregulates-expression	1.0
TF_23	G_632	upregulates-expression	1.0
TF_23	G_195	upregulates-expression	1.0
TF_23	G_988	upregulates-expression	1.0
TF_23	G_361	upregulates-expression	1.0
TF_23	G_942	upregulates-expression	1.0
TF_23	G_858	upregulates-expression	1.0
TF_23	G_602	upregulates-expression	1.0
TF_23	G_414	upregulates-expression	1.0
TF_23	G_130	upregulates-expression	1.0
TF_23	G_621	upregulates-expression	1.0
TF_23	G_730	upregulates-expression	1.0
TF_23	G_108	upregulates-expression	1.0
TF_23	G_438	upregulates-expression	1.0
TF_23	G_726	upregulates-expression	1.0
TF_23	G_802	upregulates-expression	1.0
TF_23	G_273	downregulates-expression	1.0
TF_23	G_463	downregulates-expression	1.0
TF_23	G_915	downregulates-expression	1.0
TF_23	G_904	downregulates-expression	1.0
TF_23	G_9	downregulates-expression	1.0
TF_23	G_930	downregulates-expression	1.0
TF_23	G_338	downregulates-expression	1.0
TF_23	G_122	downregulates-expression	1.0
TF_23	G_513	downregulates-expression	1.0
TF_23	G_941	downregulates-expression	1.0
TF_23	G_790	downregulates-expression	1.0
TF_23	G_320	downregulates-expression	1.0
TF_24	G_526	upregulates-expression	1.0
TF_24	G_355	upregulates-expression	1.0
TF_24	G_128	upregulates-expression	1.0
TF_24	G_223	upregulates-expression	1.0
TF_24	G_892	upregulates-expression	1.0
TF_24	G_155	upregulates-expression	1.0
TF_24	G_847	upregulates-expression	1.0
TF_24	G_943	upregulates-expression	1.0
TF_24	G_81	upregulates-expression	1.0
TF_24	G_967	upregulates-expression	1.0
TF_24	G_557	upregulates-expression	1.0
TF_24	G_763	upregulates-expression	1.0
TF_24	G_983	upregulates-expression	1.0
TF_24	G_80	upregulates-expression	1.0
TF_24	G_348	upregulates-expression	1.0
TF_24	G_628	downregulates-expression	1.0
TF_24	G_228	downregulates-expression	1.0
TF_24	G_148	downregulates-expression	1.0
TF_24	G_270	downregulates-expression	1.0
TF_24	G_387	downregulates-expression	1.0
TF_24	G_592	downregulates-expression	1.0
TF_24	G_386	downregulates-expression	1.0
TF_24	G_141	downregulates-expression	1.0
TF_24	G_714	downregulates-expression	1.0
TF_24	G_103	downregulates-expression	1.0
TF_24	G_119	downregulates-expression	1.0
TF_24	G_2	downregulates-expression	1.0
TF_24	G_216	downregulates-expression	1.0
TF_24	G_536	downregulates-expression	1.0
TF_24	G_459	downregulates-expression	1.0
TF_24	G_876	downregulates-expression	1.0
TF_24	G_787	downregulates-expression	1.0
TF_24	G_450	downregulates-expression	1.0
TF_25	G_809	upregulates-expression	1.0
TF_25	G_839	upregulates-expression	1.0
TF_25	G_716	upregulates-expression	1.0
TF_25	G_666	upregulates-expression	1.0
TF_25	G_852	upregulates-expression	1.0
TF_25	G_54	upregulates-expression	1.0
TF_25	G_931	upregulates-expression	1.0
TF_25	G_566	upregulates-expression	1.0
TF_25	G_107	upregulates-expression	1.0
TF_25	G_793	upregulates-expression	1.0
TF_25	G_577	upregulates-expression	1.0
TF_25	G_913	upregulates-expression	1.0
TF_25	G_472	downregulates-expression	1.0
TF_25	G_631	downregulates-expression	1.0
TF_25	G_77	downregulates-expression	1.0
TF_25	G_320	downregulates-expression	1.0
TF_25	G_486	downregulates-expression	1.0
TF_25	G_573	downregulates-expression	1.0
TF_25	G_310	downregulates-expression	1.0
TF_25	G_149	downregulates-expression	1.0
TF_25	G_292	downregulates-expression	1.0
TF_25	G_313	downregulates-expression	1.0
TF_25	G_220	downregulates-expression	1.0
TF_25	G_702	downregulates-expression	1.0
TF_25	G_883	downregulates-expression	1.0
TF_25	G_511	downregulates-expression	1.0
TF_25	G_434	downregulates-expression	1.0
TF_25	G_748	downregulates-expression	1.0
TF_25	G_326	downregulates-expression	1.0
TF_26	G_333	upregulates-expression	1.0
TF_26	G_404	upregulates-expression	1.0
TF_26	G_959	upregulates-expression	1.0
TF_26	G_72	upregulates-expression	1.0
TF_26	G_238	upregulates-expression	1.0
TF_26	G_196	upregulates-expression	1.0
TF_26	G_408	upregulates-expression	1.0
TF_26	G_746	upregulates-expression	1.0
TF_26	G_392	upregulates-expression	1.0
TF_26	G_382	upregulates-expression	1.0
TF_26	G_950	upregulates-expression	1.0
TF_26	G_842	downregulates-expression	1.0
TF_26	G_506	downregulates-expression	1.0
TF_26	G_391	downregulates-expression	1.0
TF_26	G_441	downregulates-expression	1.0
TF_26	G_782	downregulates-expression	1.0
TF_26	G_649	downregulates-expression	1.0
TF_26	G_543	downregulates-expression	1.0
TF_26	G_984	downregulates-expression	1.0
TF_26	G_474	downregulates-expression	1.0
TF_26	G_781	downregulates-expression	1.0
TF_26	G_190	downregulates-expression	1.0
TF_26	G_24	downregulates-expression	1.0
TF_27	G_43	upregulates-expression	1.0
TF_27	G_834	upregulates-expression	1.0
TF_27	G_961	upregulates-expression	1.0
TF_27	G_849	upregulates-expression	1.0
TF_27	G_507	upregulates-expression	1.0
TF_27	G_319	upregulates-expression	1.0
TF_27	G_751	upregulates-expression	1.0
TF_27	G_977	upregulates-expression	1.0
TF_27	G_86	upregulates-expression	1.0
TF_27	G_17	upregulates-expression	1.0
TF_27	G_909	upregulates-expression	1.0
TF_27	G_100	upregulates-expression	1.0
TF_27	G_795	upregulates-expression	1.0
TF_27	G_948	downregulates-expression	1.0
TF_27	G_880	downregulates-expression	1.0
TF_27	G_934	downregulates-expression	1.0
TF_27	G_69	downregulates-expression	1.0
TF_27	G_364	downregulates-expression	1.0
TF_27	G_600	downregulates-expression	1.0
TF_27	G_475	downregulates-expression	1.0
TF_27	G_621	downregulates-expression	1.0
TF_27	G_926	downregulates-expression	1.0
TF_27	G_928	downregulates-expression	1.0
TF_27	G_200	downregulates-expression	1.0
TF_27	G_37	downregulates-expression	1.0
TF_27	G_44	downregulates-expression	1.0
TF_27	G_424	downregulates-expression	1.0
TF_27	G_468	downregulates-expression	1.0
TF_27	G_618	downregulates-expression	1.0
TF_27	G_794	downregulates-expression	1.0
TF_27	G_633	downregulates-expression	1.0
TF_27	G_788	downregulates-expression	1.0
TF_27	G_965	downregulates-expression	1.0
TF_28	G_428	upregulates-expression	1.0
TF_28	G_124	upregulates-expression	1.0
TF_28	G_290	upregulates-expression	1.0
TF_28	G_640	upregulates-expression	1.0
TF_28	G_751	upregulates-expression	1.0
TF_28	G_328	upregulates-expression	1.0
TF_28	G_464	upregulates-expression	1.0
TF_28	G_244	upregulates-expression	1.0
TF_28	G_172	upregulates-expression	1.0
TF_28	G_496	upregulates-expression	1.0
TF_28	G_151	upregulates-expression	1.0
TF_28	G_278	upregulates-expression	1.0
TF_28	G_364	upregulates-expression	1.0
TF_28	G_860	upregulates-expression	1.0
TF_28	G_140	downregulates-expression	1.0
TF_28	G_292	downregulates-expression	1.0
TF_28	G_275	downregulates-expression	1.0
TF_28	G_535	downregulates-expression	1.0
TF_28	G_761	downregulates-expression	1.0
TF_28	G_733	downregulates-expression	1.0
TF_28	G_288	downregulates-expression	1.0
TF_28	G_138	downregulates-expression	1.0
TF_28	G_299	downregulates-expression	1.0
TF_28	G_978	downregulates-expression	1.0
TF_28	G_54	downregulates-expression	1.0
TF_28	G_199	downregulates-expression	1.0
TF_28	G_472	downregulates-expression	1.0
TF_28	G_411	downregulates-expression	1.0
TF_28	G_968	downregulates-expression	1.0
TF_28	G_859	downregulates-expression	1.0
TF_28	G_741	downregulates-expression	1.0
TF_29	G_800	upregulates-expression	1.0
TF_29	G_460	upregulates-expression	1.0
TF_29	G_767	upregulates-expression	1.0
TF_29	G_558	upregulates-expression	1.0
TF_29	G_644	upregulates-expression	1.0
TF_29	G_330	upregulates-expression	1.0
TF_29	G_642	upregulates-expression	1.0
TF_29	G_428	upregulates-expression	1.0
TF_29	G_92	upregulates-expression	1.0
TF_29	G_458	upregulates-expression	1.0
TF_29	G_469	upregulates-expression	1.0
TF_29	G_896	upregulates-expression	1.0
TF_29	G_804	upregulates-expression	1.0
TF_29	G_324	upregulates-expression	1.0
TF_29	G_650	downregulates-expression	1.0
TF_29	G_219	downregulates-expression	1.0
TF_29	G_850	downregulates-expression	1.0
TF_29	G_643	downregulates-expression	1.0
TF_29	G_604	downregulates-expression	1.0
TF_29	G_159	downregulates-expression	1.0
TF_29	G_334	downregulates-expression	1.0
TF_29	G_34	downregulates-expression	1.0
TF_29	G_480	downregulates-expression	1.0
TF_29	G_14	downregulates-expression	1.0
TF_29	G_300	downregulates-expression	1.0
TF_29	G_372	downregulates-expression	1.0
TF_29	G_132	downregulates-expression	1.0
TF_29	G_232	downregulates-expression	1.0
TF_29	G_227	downregulates-expression	1.0
TF_29	G_664	downregulates-expression	1.0
TF_29	G_280	downregulates-expression	1.0
TF_29	G_668	downregulates-expression	1.0
TF_30	G_798	upregulates-expression	1.0
TF_30	G_673	upregulates-expression	1.0
TF_30	G_345	upregulates-expression	1.0
TF_30	G_626	upregulates-expression	1.0
TF_30	G_33	upregulates-expression	1.0
TF_30	G_456	upregulates-expression	1.0
TF_30	G_264	upregulates-expression	1.0
TF_30	G_353	upregulates-expression	1.0
TF_30	G_426	upregulates-expression	1.0
TF_30	G_728	upregulates-expression	1.0
TF_30	G_669	upregulates-expression	1.0
TF_30	G_699	upregulates-expression	1.0
TF_30	G_633	upregulates-expression	1.0
TF_30	G_231	upregulates-expression	1.0
TF_30	G_254	upregulates-expression	1.0
TF_30	G_694	upregulates-expression	1.0
TF_30	G_922	upregulates-expression	1.0
TF_30	G_468	upregulates-expression	1.0
TF_30	G_997	upregulates-expression	1.0
TF_30	G_618	upregulates-expression	1.0
TF_30	G_770	upregulates-expression	1.0
TF_30	G_955	upregulates-expression	1.0
TF_30	G_79	downregulates-expression	1.0
TF_30	G_704	downregulates-expression	1.0
TF_30	G_593	downregulates-expression	1.0
TF_30	G_801	downregulates-expression	1.0
TF_30	G_483	downregulates-expression	1.0
TF_30	G_675	downregulates-expression	1.0
TF_30	G_247	downregulates-expression	1.0
TF_30	G_223	downregulates-expression	1.0
TF_30	G_711	downregulates-expression	1.0
TF_31	G_580	upregulates-expression	1.0
TF_31	G_537	upregulates-expression	1.0
TF_31	G_26	upregulates-expression	1.0
TF_31	G_477	upregulates-expression	1.0
TF_31	G_992	upregulates-expression	1.0
TF_31	G_273	upregulates-expression	1.0
TF_31	G_508	upregulates-expression	1.0
TF_31	G_519	upregulates-expression	1.0
TF_31	G_48	upregulates-expression	1.0
TF_31	G_112	upregulates-expression	1.0
TF_31	G_662	upregulates-expression	1.0
TF_31	G_400	downregulates-expression	1.0
TF_31	G_938	downregulates-expression	1.0
TF_31	G_629	downregulates-expression	1.0
TF_31	G_316	downregulates-expression	1.0
TF_31	G_498	downregulates-expression	1.0
TF_31	G_576	downregulates-expression	1.0
TF_31	G_950	downregulates-expression	1.0
TF_31	G_908	downregulates-expression	1.0
TF_31	G_797	downregulates-expression	1.0
TF_31	G_65	downregulates-expression	1.0
TF_31	G_763	downregulates-expression	1.0
TF_31	G_481	downregulates-expression	1.0
TF_31	G_800	downregulates-expression	1.0
TF_31	G_738	downregulates-expression	1.0
TF_32	G_160	upregulates-expression	1.0
TF_32	G_777	upregulates-expression	1.0
TF_32	G_317	upregulates-expression	1.0
TF_32	G_660	upregulates-expression	1.0
TF_32	G_349	upregulates-expression	1.0
TF_32	G_859	upregulates-expression	1.0
TF_32	G_605	upregulates-expression	1.0
TF_32	G_325	upregulates-expression	1.0
TF_32	G_993	upregulates-expression	1.0
TF_32	G_429	upregulates-expression	1.0
TF_32	G_794	upregulates-expression	1.0
TF_32	G_990	upregulates-expression	1.0
TF_32	G_12	upregulates-expression	1.0
TF_32	G_925	upregulates-expression	1.0
TF_32	G_206	upregulates-expression	1.0
TF_32	G_78	upregulates-expression	1.0
TF_32	G_30	upregulates-expression	1.0
TF_32	G_537	upregulates-expression	1.0
TF_32	G_225	upregulates-expression	1.0
TF_32	G_518	upregulates-expression	1.0
TF_32	G_263	upregulates-expression	1.0
TF_32	G_366	upregulates-expression	1.0
TF_32	G_613	upregulates-expression	1.0
TF_32	G_326	upregulates-expression	1.0
TF_32	G_489	downregulates-expression	1.0
TF_32	G_405	downregulates-expression	1.0
TF_32	G_824	downregulates-expression	1.0
TF_32	G_855	downregulates-expression	1.0
TF_32	G_404	downregulates-expression	1.0
TF_32	G_361	downregulates-expression	1.0
TF_32	G_950	downregulates-expression	1.0
TF_32	G_320	downregulates-expression	1.0
TF_32	G_596	downregulates-expression	1.0
TF_32	G_719	downregulates-expression	1.0
TF_32	G_181	downregulates-expression	1.0
TF_32	G_916	downregulates-expression	1.0
TF_32	G_84	downregulates-expression	1.0
TF_33	G_971	upregulates-expression	1.0
TF_33	G_228	upregulates-expression	1.0
TF_33	G_375	upregulates-expression	1.0
TF_33	G_479	upregulates-expression	1.0
TF_33	G_33	upregulates-expression	1.0
TF_33	G_870	upregulates-expression	1.0
TF_33	G_108	upregulates-expression	1.0
TF_33	G_897	upregulates-expression	1.0
TF_33	G_792	upregulates-expression	1.0
TF_33	G_652	upregulates-expression	1.0
TF_33	G_128	downregulates-expression	1.0
TF_33	G_700	downregulates-expression	1.0
TF_33	G_116	downregulates-expression	1.0
TF_33	G_871	downregulates-expression	1.0
TF_33	G_685	downregulates-expression	1.0
TF_33	G_452	downregulates-expression	1.0
TF_33	G_32	downregulates-expression	1.0
TF_33	G_582	downregulates-expression	1.0
TF_33	G_308	downregulates-expression	1.0
TF_34	G_442	upregulates-expression	1.0
TF_34	G_627	upregulates-expression	1.0
TF_34	G_126	upregulates-expression	1.0
TF_34	G_728	upregulates-expression	1.0
TF_34	G_353	upregulates-expression	1.0
TF_34	G_912	upregulates-expression	1.0
TF_34	G_503	upregulates-expression	1.0
TF_34	G_549	upregulates-expression	1.0
TF_34	G_887	upregulates-expression	1.0
TF_34	G_675	upregulates-expression	1.0
TF_34	G_589	upregulates-expression	1.0
TF_34	G_696	upregulates-expression	1.0
TF_34	G_62	upregulates-expression	1.0
TF_34	G_309	upregulates-expression	1.0
TF_34	G_81	upregulates-expression	1.0
TF_34	G_25	upregulates-expression	1.0
TF_34	G_544	downregulates-expression	1.0
TF_34	G_658	downregulates-expression	1.0
TF_34	G_165	downregulates-expression	1.0
TF_34	G_485	downregulates-expression	1.0
TF_34	G_489	downregulates-expression	1.0
TF_34	G_285	downregulates-expression	1.0
TF_34	G_621	downregulates-expression	1.0
TF_34	G_874	downregulates-expression	1.0
TF_34	G_7	downregulates-expression	1.0
TF_34	G_466	downregulates-expression	1.0
TF_35	G_178	upregulates-expression	1.0
TF_35	G_674	upregulates-expression	1.0
TF_35	G_613	upregulates-expression	1.0
TF_35	G_262	upregulates-expression	1.0
TF_35	G_683	upregulates-expression	1.0
TF_35	G_120	upregulates-expression	1.0
TF_35	G_470	upregulates-expression	1.0
TF_35	G_284	upregulates-expression	1.0
TF_35	G_455	upregulates-expression	1.0
TF_35	G_617	upregulates-expression	1.0
TF_35	G_243	upregulates-expression	1.0
TF_35	G_678	upregulates-expression	1.0
TF_35	G_739	upregulates-expression	1.0
TF_35	G_179	upregulates-expression	1.0
TF_35	G_614	upregulates-expression	1.0
TF_35	G_11	upregulates-expression	1.0
TF_35	G_882	upregulates-expression	1.0
TF_35	G_349	upregulates-expression	1.0
TF_35	G_390	upregulates-expression	1.0
TF_35	G_435	upregulates-expression	1.0
TF_35	G_409	upregulates-expression	1.0
TF_35	G_824	upregulates-expression	1.0
TF_35	G_775	upregulates-expression	1.0
TF_35	G_561	downregulates-expression	1.0
TF_35	G_872	downregulates-expression	1.0
TF_35	G_747	downregulates-expression	1.0
TF_35	G_745	downregulates-expression	1.0
TF_35	G_702	downregulates-expression	1.0
TF_35	G_597	downregulates-expression	1.0
TF_35	G_524	downregulates-expression	1.0
TF_35	G_699	downregulates-expression	1.0
TF_36	G_605	upregulates-expression	1.0
TF_36	G_827	upregulates-expression	1.0
TF_36	G_670	upregulates-expression	1.0
TF_36	G_331	upregulates-expression	1.0
TF_36	G_104	upregulates-expression	1.0
TF_36	G_432	upregulates-expression	1.0
TF_36	G_495	upregulates-expression	1.0
TF_36	G_157	upregulates-expression	1.0
TF_36	G_975	upregulates-expression	1.0
TF_36	G_580	upregulates-expression	1.0
TF_36	G_669	upregulates-expression	1.0
TF_36	G_183	upregulates-expression	1.0
TF_36	G_968	upregulates-expression	1.0
TF_36	G_841	upregulates-expression	1.0
TF_36	G_451	upregulates-expression	1.0
TF_36	G_345	upregulates-expression	1.0
TF_36	G_862	upregulates-expression	1.0
TF_36	G_62	upregulates-expression	1.0
TF_36	G_152	upregulates-expression	1.0
TF_36	G_448	upregulates-expression	1.0
TF_36	G_362	upregulates-expression	1.0
TF_36	G_623	upregulates-expression	1.0
TF_36	G_69	upregulates-expression	1.0
TF_36	G_787	upregulates-expression	1.0
TF_36	G_898	upregulates-expression	1.0
TF_36	G_312	upregulates-expression	1.0
TF_36	G_78	downregulates-expression	1.0
TF_36	G_903	downregulates-expression	1.0
TF_36	G_386	downregulates-expression	1.0
TF_36	G_406	downregulates-expression	1.0
TF_36	G_675	downregulates-expression	1.0
TF_36	G_540	downregulates-expression	1.0
TF_36	G_342	downregulates-expression	1.0
TF_37	G_265	upregulates-expression	1.0
TF_37	G_890	upregulates-expression	1.0
TF_37	G_852	upregulates-expression	1.0
TF_37	G_270	upregulates-expression	1.0
TF_37	G_190	upregulates-expression	1.0
TF_37	G_827	upregulates-expression	1.0
TF_37	G_697	upregulates-expression	1.0
TF_37	G_295	upregulates-expression	1.0
TF_37	G_692	upregulates-expression	1.0
TF_37	G_767	upregulates-expression	1.0
TF_37	G_905	upregulates-expression	1.0
TF_37	G_509	upregulates-expression	1.0
TF_37	G_673	upregulates-expression	1.0
TF_37	G_818	upregulates-expression	1.0
TF_37	G_237	upregulates-expression	1.0
TF_37	G_120	upregulates-expression	1.0
TF_37	G_23	upregulates-expression	1.0
TF_37	G_615	upregulates-expression	1.0
TF_37	G_16	upregulates-expression	1.0
TF_37	G_248	downregulates-expression	1.0
TF_37	G_96	downregulates-expression	1.0
TF_37	G_240	downregulates-expression	1.0
TF_37	G_713	downregulates-expression	1.0
TF_37	G_990	downregulates-expression	1.0
TF_37	G_251	downregulates-expression	1.0
TF_37	G_593	downregulates-expression	1.0
TF_37	G_569	downregulates-expression	1.0
TF_37	G_639	downregulates-expression	1.0
TF_37	G_227	downregulates-expression	1.0
TF_37	G_366	downregulates-expression	1.0
TF_37	G_858	downregulates-expression	1.0
TF_37	G_258	downregulates-expression	1.0
TF_37	G_472	downregulates-expression	1.0
TF_37	G_620	downregulates-expression	1.0
TF_37	G_637	downregulates-expression	1.0
TF_37	G_516	downregulates-expression	1.0
TF_38	G_632	upregulates-expression	1.0
TF_38	G_347	upregulates-expression	1.0
TF_38	G_236	upregulates-expression	1.0
TF_38	G_762	upregulates-expression	1.0
TF_38	G_483	upregulates-expression	1.0
TF_38	G_808	upregulates-expression	1.0
TF_38	G_415	upregulates-expression	1.0
TF_38	G_755	upregulates-expression	1.0
TF_38	G_2	upregulates-expression	1.0
TF_38	G_642	upregulates-expression	1.0
TF_38	G_281	upregulates-expression	1.0
TF_38	G_924	upregulates-expression	1.0
TF_38	G_800	upregulates-expression	1.0
TF_38	G_645	upregulates-expression	1.0
TF_38	G_287	downregulates-expression	1.0
TF_38	G_84	downregulates-expression	1.0
TF_38	G_8	downregulates-expression	1.0
TF_38	G_682	downregulates-expression	1.0
TF_38	G_312	downregulates-expression	1.0
TF_38	G_708	downregulates-expression	1.0
TF_38	G_47	downregulates-expression	1.0
TF_38	G_893	downregulates-expression	1.0
TF_38	G_979	downregulates-expression	1.0
TF_38	G_709	downregulates-expression	1.0
TF_38	G_600	downregulates-expression	1.0
TF_38	G_780	downregulates-expression	1.0
TF_38	G_517	downregulates-expression	1.0
TF_38	G_191	downregulates-expression	1.0
TF_38	G_784	downregulates-expression	1.0
TF_38	G_845	downregulates-expression	1.0
TF_38	G_27	downregulates-expression	1.0
TF_38	G_912	downregulates-expression	1.0
TF_38	G_533	downregulates-expression	1.0
TF_38	G_491	downregulates-expression	1.0
TF_39	G_70	upregulates-expression	1.0
TF_39	G_849	upregulates-expression	1.0
TF_39	G_638	upregulates-expression	1.0
TF_39	G_943	upregulates-expression	1.0
TF_39	G_871	upregulates-expression	1.0
TF_39	G_920	upregulates-expression	1.0
TF_39	G_548	upregulates-expression	1.0
TF_39	G_951	upregulates-expression	1.0
TF_39	G_739	downregulates-expression	1.0
TF_39	G_958	downregulates-expression	1.0
TF_39	G_916	downregulates-expression	1.0
TF_39	G_734	downregulates-expression	1.0
TF_39	G_368	downregulates-expression	1.0
TF_39	G_601	downregulates-expression	1.0
TF_39	G_954	downregulates-expression	1.0
TF_39	G_711	downregulates-expression	1.0
TF_39	G_724	downregulates-expression	1.0
TF_39	G_660	downregulates-expression	1.0
TF_39	G_519	downregulates-expression	1.0
TF_39	G_866	downregulates-expression	1.0
TF_39	G_501	downregulates-expression	1.0
TF_39	G_13	downregulates-expression	1.0
TF_39	G_162	downregulates-expression	1.0
TF_39	G_321	downregulates-expression	1.0
TF_40	G_804	upregulates-expression	1.0
TF_40	G_283	upregulates-expression	1.0
TF_40	G_452	upregulates-expression	1.0
TF_40	G_107	upregulates-expression	1.0
TF_40	G_781	upregulates-expression	1.0
TF_40	G_977	upregulates-expression	1.0
TF_40	G_624	upregulates-expression	1.0
TF_40	G_901	upregulates-expression	1.0
TF_40	G_63	upregulates-expression	1.0
TF_40	G_479	upregulates-expression	1.0
TF_40	G_41	upregulates-expression	1.0
TF_40	G_58	upregulates-expression	1.0
TF_40	G_450	downregulates-expression	1.0
TF_40	G_786	downregulates-expression	1.0
TF_40	G_892	downregulates-expression	1.0
TF_40	G_673	downregulates-expression	1.0
TF_40	G_981	downregulates-expression	1.0
TF_40	G_928	downregulates-expression	1.0
TF_40	G_371	downregulates-expression	1.0
TF_40	G_589	downregulates-expression	1.0
TF_40	G_380	downregulates-expression	1.0
TF_40	G_866	downregulates-expression	1.0
TF_40	G_502	downregulates-expression	1.0
TF_41	G_21	upregulates-expression	1.0
TF_41	G_976	upregulates-expression	1.0
TF_41	G_153	upregulates-expression	1.0
TF_41	G_988	upregulates-expression	1.0
TF_41	G_281	upregulates-expression	1.0
TF_41	G_555	upregulates-expression	1.0
TF_41	G_348	upregulates-expression	1.0
TF_41	G_374	upregulates-expression	1.0
TF_41	G_942	upregulates-expression	1.0
TF_41	G_219	upregulates-expression	1.0
TF_41	G_141	upregulates-expression	1.0
TF_41	G_133	upregulates-expression	1.0
TF_41	G_667	upregulates-expression	1.0
TF_41	G_646	upregulates-expression	1.0
TF_41	G_910	upregulates-expression	1.0
TF_41	G_754	downregulates-expression	1.0
TF_41	G_262	downregulates-expression	1.0
TF_41	G_210	downregulates-expression	1.0
TF_41	G_690	downregulates-expression	1.0
TF_41	G_674	downregulates-expression	1.0
TF_41	G_313	downregulates-expression	1.0
TF_41	G_130	downregulates-expression	1.0
TF_41	G_207	downregulates-expression	1.0
TF_41	G_780	downregulates-expression	1.0
TF_41	G_52	downregulates-expression	1.0
TF_41	G_108	downregulates-expression	1.0
TF_41	G_719	downregulates-expression	1.0
TF_41	G_395	downregulates-expression	1.0
TF_41	G_869	downregulates-expression	1.0
TF_42	G_10	upregulates-expression	1.0
TF_42	G_990	upregulates-expression	1.0
TF_42	G_238	upregulates-expression	1.0
TF_42	G_902	upregulates-expression	1.0
TF_42	G_392	upregulates-expression	1.0
TF_42	G_543	upregulates-expression	1.0
TF_42	G_188	upregulates-expression	1.0
TF_42	G_342	upregulates-expression	1.0
TF_42	G_295	upregulates-expression	1.0
TF_42	G_658	upregulates-expression	1.0
TF_42	G_972	upregulates-expression	1.0
TF_42	G_749	upregulates-expression	1.0
TF_42	G_28	upregulates-expression	1.0
TF_42	G_730	upregulates-expression	1.0
TF_42	G_945	upregulates-expression	1.0
TF_42	G_655	upregulates-expression	1.0
TF_42	G_231	upregulates-expression	1.0
TF_42	G_102	downregulates-expression	1.0
TF_42	G_840	downregulates-expression	1.0
TF_42	G_186	downregulates-expression	1.0
TF_42	G_328	downregulates-expression	1.0
TF_42	G_854	downregulates-expression	1.0
TF_42	G_375	downregulates-expression	1.0
TF_42	G_29	downregulates-expression	1.0
TF_42	G_831	downregulates-expression	1.0
TF_42	G_704	downregulates-expression	1.0
TF_42	G_182	downregulates-expression	1.0
TF_43	G_649	upregulates-expression	1.0
TF_43	G_861	upregulates-expression	1.0
TF_43	G_5	upregulates-expression	1.0
TF_43	G_295	upregulates-expression	1.0
TF_43	G_850	upregulates-expression	1.0
TF_43	G_424	upregulates-expression	1.0
TF_43	G_569	upregulates-expression	1.0
TF_43	G_138	upregulates-expression	1.0
TF_43	G_212	upregulates-expression	1.0
TF_43	G_917	downregulates-expression	1.0
TF_43	G_632	downregulates-expression	1.0
TF_43	G_913	downregulates-expression	1.0
TF_43	G_86	downregulates-expression	1.0
TF_43	G_795	downregulates-expression	1.0
TF_43	G_939	downregulates-expression	1.0
TF_43	G_175	downregulates-expression	1.0
TF_43	G_524	downregulates-expression	1.0
TF_43	G_948	downregulates-expression	1.0
TF_43	G_388	downregulates-expression	1.0
TF_43	G_64	downregulates-expression	1.0
TF_43	G_822	downregulates-expression	1.0
TF_43	G_148	downregulates-expression	1.0
TF_43	G_705	downregulates-expression	1.0
TF_43	G_314	downregulates-expression	1.0
TF_43	G_979	downregulates-expression	1.0
TF_43	G_946	downregulates-expression	1.0
TF_43	G_547	downregulates-expression	1.0
TF_43	G_872	downregulates-expression	1.0
TF_44	G_813	upregulates-expression	1.0
TF_44	G_743	upregulates-expression	1.0
TF_44	G_536	upregulates-expression	1.0
TF_44	G_728	upregulates-expression	1.0
TF_44	G_544	upregulates-expression	1.0
TF_44	G_807	upregulates-expression	1.0
TF_44	G_154	upregulates-expression	1.0
TF_44	G_75	upregulates-expression	1.0
TF_44	G_372	upregulates-expression	1.0
TF_44	G_830	upregulates-expression	1.0
TF_44	G_186	upregulates-expression	1.0
TF_44	G_688	upregulates-expression	1.0
TF_44	G_155	downregulates-expression	1.0
TF_44	G_391	downregulates-expression	1.0
TF_44	G_92	downregulates-expression	1.0
TF_44	G_12	downregulates-expression	1.0
TF_44	G_957	downregulates-expression	1.0
TF_44	G_171	downregulates-expression	1.0
TF_44	G_934	downregulates-expression	1.0
TF_44	G_815	downregulates-expression	1.0
TF_44	G_26	downregulates-expression	1.0
TF_44	G_196	downregulates-expression	1.0
TF_44	G_909	downregulates-expression	1.0
TF_44	G_246	downregulates-expression	1.0
TF_44	G_824	downregulates-expression	1.0
TF_44	G_122	downregulates-expression	1.0
TF_44	G_519	downregulates-expression	1.0
TF_44	G_58	downregulates-expression	1.0
TF_44	G_524	downregulates-expression	1.0
TF_44	G_30	downregulates-expression	1.0
TF_44	G_901	downregulates-expression	1.0
TF_44	G_342	downregulates-expression	1.0
TF_44	G_208	downregulates-expression	1.0
TF_44	G_692	downregulates-expression	1.0
TF_44	G_649	downregulates-expression	1.0
TF_44	G_493	downregulates-expression	1.0
TF_44	G_470	downregulates-expression	1.0
TF_44	G_115	downregulates-expression	1.0
TF_44	G_821	downregulates-expression	1.0
TF_45	G_579	upregulates-expression	1.0
TF_45	G_707	upregulates-expression	1.0
TF_45	G_464	upregulates-expression	1.0
TF_45	G_896	upregulates-expression	1.0
TF_45	G_661	upregulates-expression	1.0
TF_45	G_688	upregulates-expression	1.0
TF_45	G_36	upregulates-expression	1.0
TF_45	G_381	upregulates-expression	1.0
TF_45	G_529	upregulates-expression	1.0
TF_45	G_116	upregulates-expression	1.0
TF_45	G_610	upregulates-expression	1.0
TF_45	G_209	upregulates-expression	1.0
TF_45	G_787	upregulates-expression	1.0
TF_45	G_852	upregulates-expression	1.0
TF_45	G_812	upregulates-expression	1.0
